method,seed,success,formula,num_atoms,relaxation_steps,final_energy_ev,force_mean,force_max,e_hull,stable,nus,novel,unique,rmsd
V2_Frozen_Atomic75_Late30,67232,True,CoMnNi4,6,23,-39.09909439086914,0.12757969451741058,0.19680046080075245,0.13205482968847893,0.0,0.0,1.0,1.0,0.013789384157823579
C0,67233,True,H4Fe7Mn3P2,16,150,-111.3616943359375,0.15572886791112334,0.2994563504371971,0.19366830483723785,0.0,0.0,1.0,1.0,0.46181728947083217
V2_Frozen_Atomic75_Late30,67233,True,Ca3Eu7Ge6,16,56,-114.12342834472656,0.10549583857241192,0.18645861081342582,0.10266644001709135,0.0,0.0,1.0,1.0,0.044184169802257874
C0,67234,True,CdEu3O6,10,13,-83.73423767089844,0.16835890261086492,0.35855669273981045,0.06704628057681106,1.0,1.0,1.0,1.0,0.021606249202464723
V2_Frozen_Atomic75_Late30,67234,True,CdEu2GdO6,10,51,-88.22856140136719,0.19410992673130198,0.31496557005073506,0.1651772589466045,0.0,0.0,1.0,1.0,0.07222579863464837
C0,67235,True,CdFe8Ta3,12,12,-105.42990112304688,0.07649788878181833,0.11079429015233727,0.058907291829424224,1.0,1.0,1.0,1.0,0.009305520215482277
V2_Frozen_Atomic75_Late30,67235,True,CdFe11,12,23,-91.8855209350586,0.07184468538506096,0.22369027492922733,0.18396684457845058,0.0,0.0,1.0,1.0,0.014972440748008771
C0,67236,True,H2Mn3O5,10,91,-67.67466735839844,1.0334589790063005,2.5367625801675855,0.10956273966015928,0.0,0.0,1.0,1.0,0.09049071222657645
V2_Frozen_Atomic75_Late30,67236,True,Eu4O6,10,39,-98.54417419433594,0.12229432803861082,0.2629384656746544,0.03776646589973787,1.0,1.0,1.0,1.0,0.024340055569608644
C0,67237,True,Cu4Eu5,9,25,-68.11455535888672,0.09342482140836428,0.11507514007017067,0.11391196345703136,0.0,0.0,1.0,1.0,0.028827378673880775
V2_Frozen_Atomic75_Late30,67237,True,Eu2Mn2O5,9,31,-80.389892578125,0.10664181874161077,0.16916668219465736,0.07935467187500755,1.0,0.0,0.0,1.0,0.013840360189347293
C0,67238,True,Eu2PdZn,4,3,-28.810325622558594,0.003480581394435838,0.004687820637332449,0.06928653623535208,1.0,0.0,0.0,1.0,0.001634313588964789
V2_Frozen_Atomic75_Late30,67238,True,Eu2NaPt,4,15,-29.903324127197266,0.02979744728071231,0.05955728149359153,0.08557501031275105,1.0,1.0,1.0,1.0,0.015693578526632664
C0,67239,True,EuGdO8Ta2,12,37,-124.6650390625,0.09615689461376957,0.14626657049297284,0.0025114760416649062,1.0,1.0,1.0,1.0,0.006024235346479879
V2_Frozen_Atomic75_Late30,67239,True,Eu4O8,12,29,-107.64872741699219,0.04253745509387677,0.13166886441300615,0.03944476525065177,1.0,0.0,0.0,1.0,5.507786073455389e-05
C0,67240,True,Fe3Li5O6,14,70,-78.37303924560547,0.25378899805445326,0.5906693537949564,0.1505974494210376,0.0,0.0,1.0,1.0,0.03662421941518494
V2_Frozen_Atomic75_Late30,67240,True,Fe3LiMn2O8,14,391,-94.62399291992188,0.231701989294911,0.4065437104915581,0.11211868804129477,0.0,0.0,1.0,1.0,0.1938873398597575
C0,67241,True,EuIrK2O6,10,13,-66.50639343261719,0.08991645756692715,0.19284294054608742,-0.07511092409505249,1.0,1.0,1.0,1.0,0.0021967033940824185
V2_Frozen_Atomic75_Late30,67241,True,HGd2O6Pt,10,64,-86.93513488769531,0.3635440764660106,1.0471728986480693,0.0555103409804687,1.0,1.0,1.0,1.0,0.05409699709445433
C0,67242,True,Fe5Rh3,8,104,-64.53020477294922,0.0925047181016391,0.17252793718994294,0.03405132588134663,1.0,0.0,0.0,1.0,0.7494736210746978
V2_Frozen_Atomic75_Late30,67242,True,H4Eu2FeV,8,20,-52.440696716308594,0.03006442234712296,0.10053702041319804,0.37487108155517657,0.0,0.0,1.0,1.0,0.006258172396612546
C0,67243,True,Fe2Rh4,6,29,-46.426849365234375,0.06129515244915746,0.094794620371971,0.029844612460936837,1.0,0.0,0.0,1.0,0.04174073973418567
V2_Frozen_Atomic75_Late30,67243,True,Fe5Pd,6,2,-46.79360580444336,0.014761850815079592,0.022431703420571963,0.14878604842610788,0.0,0.0,1.0,1.0,0.0005685820994351653
C0,67244,True,Fe4Ni2,6,24,-45.304443359375,0.04383348252271474,0.0774430289246805,0.06756029677083397,1.0,0.0,0.0,1.0,0.010141922322295943
V2_Frozen_Atomic75_Late30,67244,True,Fe4Rh2,6,26,-48.44575881958008,0.11805306614695464,0.20320039857393146,0.07247130840332083,1.0,0.0,0.0,1.0,0.025084999710381743
C0,67245,True,Fe4Rh2,6,59,-48.66132354736328,0.10102000972433822,0.1356572494842336,0.03654385377278757,1.0,0.0,0.0,1.0,0.8903759418606833
V2_Frozen_Atomic75_Late30,67245,True,Fe4SnW,6,13,-50.01453399658203,0.07009825248999152,0.10415748038786364,0.15141829515299499,0.0,0.0,1.0,1.0,0.0035360758690767295
C0,67246,True,Bi3Eu8Nd,12,24,-104.04849243164062,0.07018803054100958,0.12045399345580078,0.144273465279948,0.0,0.0,1.0,1.0,0.0261702904732456
V2_Frozen_Atomic75_Late30,67246,True,Bi2Eu5NdO4,12,44,-109.79486083984375,0.26233880746930993,0.3945137525158079,0.045103633075518346,1.0,1.0,1.0,1.0,0.026773291536607704
C0,67247,True,H4MgMn4O9,18,600,-114.9356689453125,0.3845407329036885,1.0698542476679211,0.1505150545312528,0.0,0.0,1.0,1.0,0.44112158578889793
V2_Frozen_Atomic75_Late30,67247,True,F8Mn6O4,18,76,-118.6994400024414,0.229401301196248,0.4836028558512559,0.07551539569768995,1.0,1.0,1.0,1.0,0.04951673460014257
C0,67248,True,AsClGd2,4,28,-40.706172943115234,0.15324618014305616,0.3024198366137924,-0.31524015640380654,1.0,1.0,1.0,1.0,0.033341442528150154
V2_Frozen_Atomic75_Late30,67248,True,Fe3Ni,4,29,-31.105587005615234,0.01716900419230726,0.025847401310932598,0.05483419359619113,1.0,0.0,0.0,1.0,0.017796278380156603
C0,67249,True,Al2Fe6,8,12,-59.611480712890625,0.0204024472145451,0.025411737243205154,0.03636795088867206,1.0,0.0,0.0,1.0,0.0015692735673229076
V2_Frozen_Atomic75_Late30,67249,True,Al4Fe4,8,36,-50.84391403198242,0.08776319414142034,0.182355360786536,0.07919628100219711,1.0,0.0,0.0,1.0,0.050057659153290725
C0,67250,True,Eu4I2O4,10,32,-90.27375030517578,0.06884983534251511,0.12433651146750459,-0.15518359301757556,1.0,1.0,1.0,1.0,0.012635457929996369
V2_Frozen_Atomic75_Late30,67250,True,Fe7Zn3,10,13,-62.669822692871094,0.06080868042476639,0.1422198224714403,0.05868776921289065,1.0,1.0,1.0,1.0,0.008768647374410882
C0,67251,True,ClGd2N,4,23,-44.41110610961914,0.25136233304539857,0.5026539564196726,0.13407467259521688,0.0,0.0,1.0,1.0,0.03196013689133501
V2_Frozen_Atomic75_Late30,67251,True,GdN2Zr,4,8,-46.01771545410156,0.04794546351139859,0.086171533404155,0.0004792689746100365,1.0,0.0,0.0,1.0,0.002102775632020978
C0,67252,True,Fe7P4,11,53,-85.39205169677734,0.18107065286728916,0.35135390967988733,0.08592216824751375,1.0,1.0,1.0,1.0,0.020378715457673464
V2_Frozen_Atomic75_Late30,67252,True,Fe7Ge2MgP,11,165,-76.64669799804688,0.1676107921580617,0.3729948242936723,0.12227703495028575,0.0,0.0,1.0,1.0,0.34659911286656825
C0,67253,True,Fe2Ni5Zn,8,23,-47.782894134521484,0.04188188055179945,0.1206053305917852,0.04035127443481468,1.0,1.0,1.0,1.0,0.008545848555261897
V2_Frozen_Atomic75_Late30,67253,True,Fe4Ni4,8,8,-57.292816162109375,0.02961841398482043,0.064968109719497,0.030838659736327934,1.0,0.0,0.0,0.0,0.001955331053775849
C0,67254,True,Eu3P2,5,18,-46.24771499633789,0.34697849957932125,0.47641664862225575,-0.021861438267579913,1.0,1.0,1.0,1.0,0.061476382849567364
V2_Frozen_Atomic75_Late30,67254,True,EuFeNiP2,5,18,-39.65716552734375,0.06304170948788208,0.14418225740151316,0.045411027531249815,1.0,1.0,1.0,1.0,0.059601275108209124
C0,67255,True,Eu4Fe2Lu2O12,20,117,-171.5341033935547,0.2685998510219142,0.744916637214065,0.20185494717642882,0.0,0.0,1.0,1.0,0.040432394265886865
V2_Frozen_Atomic75_Late30,67255,True,Ba2EuFFe5LuO10,20,113,-141.15032958984375,0.31552881218665485,0.49113513282437393,0.12563179723548767,0.0,0.0,1.0,1.0,0.08292854283209966
