trial,selector,energy_above_hull_per_atom,rmsd_from_relaxation,stable,novel_unique_stable,comp_validity,structure_validity,novel,unique,converged,ehull_change,rmsd_relative_change,stable_change,nus_change,composition_change,structure_change,novel_change,unique_change
602,baseline_first,0.12170842674262068,0.06517730003020084,0.375,0.25,0.75,1.0,0.625,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,Q1_UQ_PQR,0.1053254434818631,0.01928853968606479,0.875,0.375,0.875,1.0,0.5,1.0,1.0,-0.016382983260757586,-0.7040604677222413,0.5,0.125,0.125,0.0,-0.125,0.25
602,Q2_RFR,0.09807788834394746,0.016073844392361324,0.625,0.0,1.0,1.0,0.125,0.625,1.0,-0.023630538398673226,-0.753382782273686,0.25,-0.25,0.25,0.0,-0.5,-0.125
602,Q4_CPRC,0.0951605465793168,0.017914651718978287,0.875,0.25,0.875,1.0,0.375,1.0,1.0,-0.02654788016330388,-0.7251397079861044,0.5,0.0,0.125,0.0,-0.25,0.25
602,Q6_NS_SETRANK_PROXY,0.09173796750969862,0.041533744496295336,0.75,0.625,1.0,1.0,0.75,0.875,1.0,-0.02997045923292206,-0.3627575171562787,0.375,0.375,0.25,0.0,0.125,0.125
603,baseline_first,0.1481540472146655,0.05809885271914117,0.5,0.375,1.0,1.0,0.75,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,Q1_UQ_PQR,0.06193994347190476,0.005307396905753513,0.875,0.375,0.875,1.0,0.375,0.875,1.0,-0.08621410374276073,-0.9086488517869657,0.375,0.0,-0.125,0.0,-0.375,0.125
603,Q2_RFR,0.052284834959700356,0.0047264204514832625,1.0,0.375,1.0,1.0,0.375,0.875,1.0,-0.09586921225496514,-0.9186486439873175,0.5,0.0,0.0,0.0,-0.375,0.125
603,Q4_CPRC,0.051480692174415726,0.0053154131716685,1.0,0.375,0.875,1.0,0.375,0.875,1.0,-0.09667335504024976,-0.9085108754666116,0.5,0.0,-0.125,0.0,-0.375,0.125
603,Q6_NS_SETRANK_PROXY,0.07362110873969237,0.0119306360556531,0.875,0.625,1.0,1.0,0.625,0.875,1.0,-0.07453293847497312,-0.7946493691824237,0.375,0.25,0.0,0.0,-0.125,0.125
604,baseline_first,0.1451390832934046,0.03408979552141706,0.375,0.125,0.75,1.0,0.375,0.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,Q1_UQ_PQR,0.0790444806239013,0.04126288673934851,0.75,0.25,1.0,1.0,0.375,0.875,1.0,-0.0660946026695033,0.21041754895317344,0.375,0.125,0.25,0.0,0.0,0.25
604,Q2_RFR,0.08236373892210322,0.01024429684964745,0.625,0.0,1.0,1.0,0.0,0.75,1.0,-0.06277534437130139,-0.699490809699594,0.25,-0.125,0.25,0.0,-0.375,0.125
604,Q4_CPRC,0.0790444806239013,0.04126288673934851,0.75,0.25,1.0,1.0,0.375,0.875,1.0,-0.0660946026695033,0.21041754895317344,0.375,0.125,0.25,0.0,0.0,0.25
604,Q6_NS_SETRANK_PROXY,0.09048509236661381,0.04641048127118467,0.75,0.5,1.0,1.0,0.625,0.875,1.0,-0.054653990926790796,0.3614185876247653,0.375,0.375,0.25,0.0,0.25,0.25
605,baseline_first,0.1507810296356495,0.06520248356753773,0.375,0.25,0.875,1.0,0.75,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,Q1_UQ_PQR,0.09282608986137483,0.023950346737037248,0.875,0.375,0.875,1.0,0.5,0.875,1.0,-0.057954939774274655,-0.632677385482884,0.5,0.125,0.0,0.0,-0.25,0.0
605,Q2_RFR,0.08661556798790757,0.020421754239207474,0.75,0.25,1.0,1.0,0.375,0.75,1.0,-0.06416546164774192,-0.6867948409042686,0.375,0.0,0.125,0.0,-0.375,-0.125
605,Q4_CPRC,0.09282608986137483,0.023950346737037248,0.875,0.375,0.875,1.0,0.5,0.875,1.0,-0.057954939774274655,-0.632677385482884,0.5,0.125,0.0,0.0,-0.25,0.0
605,Q6_NS_SETRANK_PROXY,0.09785636487335889,0.023048999237754986,0.875,0.5,1.0,1.0,0.625,0.875,1.0,-0.0529246647622906,-0.646501207060917,0.5,0.25,0.125,0.0,-0.125,0.0
606,baseline_first,0.15248973991665965,0.0595886741998911,0.25,0.125,0.875,1.0,0.625,0.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,Q1_UQ_PQR,0.06947923282481125,0.012671966179734987,1.0,0.5,1.0,1.0,0.5,1.0,1.0,-0.0830105070918484,-0.7873427064809886,0.75,0.375,0.125,0.0,-0.125,0.375
606,Q2_RFR,0.06248801600535622,0.004736104757181787,0.875,0.375,1.0,1.0,0.375,0.75,1.0,-0.09000172391130343,-0.9205200514900792,0.625,0.25,0.125,0.0,-0.25,0.125
606,Q4_CPRC,0.07415797259908583,0.013268819449559013,1.0,0.375,0.875,1.0,0.375,1.0,1.0,-0.07833176731757382,-0.7773264864888828,0.75,0.25,0.0,0.0,-0.25,0.375
606,Q6_NS_SETRANK_PROXY,0.08685033521838699,0.020533954718727376,0.75,0.625,0.875,1.0,0.75,0.875,1.0,-0.06563940469827266,-0.6554050749669993,0.5,0.5,0.0,0.0,0.125,0.25
607,baseline_first,0.09225093123371336,0.04663190847304296,0.5,0.125,0.75,1.0,0.375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,Q1_UQ_PQR,0.09195290408323484,0.0216952451500787,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.0002980271504785248,-0.5347553668617204,0.25,0.375,0.125,0.0,0.25,-0.125
607,Q2_RFR,0.07055842885619576,0.011580013785909313,0.75,0.25,1.0,1.0,0.25,0.625,1.0,-0.021692502377517603,-0.7516718880891717,0.25,0.125,0.25,0.0,-0.125,-0.375
607,Q4_CPRC,0.08178800718068854,0.020321357182992203,0.75,0.375,0.875,1.0,0.5,0.875,1.0,-0.010462924053024819,-0.564217767438371,0.25,0.25,0.125,0.0,0.125,-0.125
607,Q6_NS_SETRANK_PROXY,0.08601413940738797,0.020009002403895176,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.0062367918263253885,-0.5709160731548868,0.25,0.375,0.125,0.0,0.25,-0.125
608,baseline_first,0.19103310137693105,0.07435939495947544,0.125,0.125,0.875,1.0,0.75,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,Q1_UQ_PQR,0.06506003696434934,0.013056772298657975,1.0,0.625,0.875,1.0,0.625,1.0,1.0,-0.12597306441258171,-0.8244099174586657,0.875,0.5,0.0,0.0,-0.125,0.25
608,Q2_RFR,0.06318845817636884,0.015753418010341788,0.875,0.375,1.0,1.0,0.375,0.75,1.0,-0.1278446432005622,-0.7881448871534373,0.75,0.25,0.125,0.0,-0.375,0.0
608,Q4_CPRC,0.05957387983607761,0.0122797376013955,1.0,0.375,0.75,1.0,0.375,1.0,1.0,-0.13145922154085343,-0.8348596353145727,0.875,0.25,-0.125,0.0,-0.375,0.25
608,Q6_NS_SETRANK_PROXY,0.07650574770800364,0.011870492815739174,0.875,0.625,0.875,1.0,0.625,0.875,1.0,-0.11452735366892741,-0.8403632409568639,0.75,0.5,0.0,0.0,-0.125,0.125
609,baseline_first,0.1394511084816405,0.07787791576112625,0.25,0.25,0.625,1.0,0.75,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,Q1_UQ_PQR,0.09979206987054154,0.022817649671104938,0.875,0.5,1.0,1.0,0.625,1.0,1.0,-0.03965903861109896,-0.7070074430202631,0.625,0.25,0.375,0.0,-0.125,0.125
609,Q2_RFR,0.07771705217354305,0.010761388614840862,0.625,0.25,1.0,1.0,0.25,0.75,1.0,-0.061734056308097446,-0.861817197986537,0.375,0.0,0.375,0.0,-0.5,-0.125
609,Q4_CPRC,0.09979206987054154,0.022817649671104938,0.875,0.5,1.0,1.0,0.625,1.0,1.0,-0.03965903861109896,-0.7070074430202631,0.625,0.25,0.375,0.0,-0.125,0.125
609,Q6_NS_SETRANK_PROXY,0.09880164401994404,0.021757436366069048,0.875,0.625,1.0,1.0,0.75,1.0,1.0,-0.040649464461696455,-0.7206212293507532,0.625,0.375,0.375,0.0,0.0,0.125
610,baseline_first,0.15095134647900427,0.04515580555502115,0.375,0.0,0.625,1.0,0.375,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,Q1_UQ_PQR,0.0991731981446135,0.023841253344806825,0.75,0.375,0.875,1.0,0.5,0.875,1.0,-0.05177814833439076,-0.4720224110329093,0.375,0.375,0.25,0.0,0.125,0.125
610,Q2_RFR,0.0744552715300035,0.006800968078994862,0.75,0.25,0.875,1.0,0.25,0.75,1.0,-0.07649607494900076,-0.8493888439060606,0.375,0.25,0.25,0.0,-0.125,0.0
610,Q4_CPRC,0.09814862776717453,0.030561382501265714,0.875,0.5,0.875,1.0,0.625,1.0,1.0,-0.05280271871182973,-0.32320147707192415,0.5,0.5,0.25,0.0,0.25,0.25
610,Q6_NS_SETRANK_PROXY,0.09532228061168363,0.029334052256946262,0.875,0.5,0.875,1.0,0.625,1.0,1.0,-0.05562906586732064,-0.35038137629493726,0.5,0.5,0.25,0.0,0.25,0.25
611,baseline_first,0.122762468382081,0.09043187031739308,0.625,0.375,0.75,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,Q1_UQ_PQR,0.10206149007106255,0.01685790901144349,0.875,0.375,0.875,1.0,0.5,1.0,1.0,-0.020700978311018456,-0.8135844260184327,0.25,0.0,0.125,0.0,-0.25,0.0
611,Q2_RFR,0.10266903286676418,0.015467043540150625,0.75,0.25,0.875,1.0,0.375,0.875,1.0,-0.020093435515316824,-0.828964683735223,0.125,-0.125,0.125,0.0,-0.375,-0.125
611,Q4_CPRC,0.10206149007106255,0.01685790901144349,0.875,0.375,0.875,1.0,0.5,1.0,1.0,-0.020700978311018456,-0.8135844260184327,0.25,0.0,0.125,0.0,-0.25,0.0
611,Q6_NS_SETRANK_PROXY,0.07289497139746932,0.04917719267959354,0.875,0.5,0.75,1.0,0.625,1.0,1.0,-0.04986749698461168,-0.4561962225596575,0.25,0.125,0.0,0.0,-0.125,0.0
612,baseline_first,0.17201076656679898,0.08485363564254966,0.25,0.0,0.625,1.0,0.5,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,Q1_UQ_PQR,0.10081664024798051,0.016097520514646052,0.75,0.375,1.0,1.0,0.5,0.875,1.0,-0.07119412631881847,-0.8102907389559866,0.5,0.375,0.375,0.0,0.0,0.0
612,Q2_RFR,0.06367167236446578,0.006425356711415438,0.75,0.25,1.0,1.0,0.25,0.75,1.0,-0.1083390942023332,-0.9242771784289529,0.5,0.25,0.375,0.0,-0.25,-0.125
612,Q4_CPRC,0.09979206987054154,0.022817649671104938,0.875,0.5,1.0,1.0,0.625,1.0,1.0,-0.07221869669625744,-0.7310940244537609,0.625,0.5,0.375,0.0,0.125,0.125
612,Q6_NS_SETRANK_PROXY,0.08209669941779738,0.013615111819111462,0.875,0.625,0.875,1.0,0.625,1.0,1.0,-0.0899140671490016,-0.839545922622976,0.625,0.625,0.25,0.0,0.125,0.125
613,baseline_first,0.12124096222416002,0.018779791307837176,0.625,0.375,1.0,1.0,0.5,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,Q1_UQ_PQR,0.11061197677548261,0.02486437440469374,0.75,0.5,0.875,1.0,0.75,1.0,1.0,-0.010628985448677408,0.32399631056162725,0.125,0.125,-0.125,0.0,0.25,0.125
613,Q2_RFR,0.09992890744863933,0.012214606932791387,0.625,0.25,1.0,1.0,0.375,0.875,1.0,-0.021312054775520686,-0.349587717319628,0.0,-0.125,0.0,0.0,-0.125,0.0
613,Q4_CPRC,0.11061197677548261,0.02486437440469374,0.75,0.5,0.875,1.0,0.75,1.0,1.0,-0.010628985448677408,0.32399631056162725,0.125,0.125,-0.125,0.0,0.25,0.125
613,Q6_NS_SETRANK_PROXY,0.0857438841814526,0.058933941224380365,0.75,0.5,0.625,1.0,0.75,1.0,1.0,-0.03549707804270742,2.138157408585583,0.125,0.125,-0.375,0.0,0.25,0.125
614,baseline_first,0.11706184425270635,0.05366471916621752,0.5,0.125,0.75,1.0,0.5,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,Q1_UQ_PQR,0.05948579588626165,0.005413489167393662,0.875,0.25,0.875,1.0,0.25,1.0,1.0,-0.057576048366444706,-0.8991238703658118,0.375,0.125,0.125,0.0,-0.25,0.125
614,Q2_RFR,0.0683447427463578,0.004984234452895675,0.75,0.125,0.875,1.0,0.125,0.75,1.0,-0.04871710150634856,-0.9071226956865676,0.25,0.0,0.125,0.0,-0.375,-0.125
614,Q4_CPRC,0.06555110844201315,0.005278522767397613,0.75,0.125,0.875,1.0,0.125,1.0,1.0,-0.05151073581069321,-0.9016388634952459,0.25,0.0,0.125,0.0,-0.375,0.125
614,Q6_NS_SETRANK_PROXY,0.08370542138376366,0.01952399569410314,0.75,0.375,0.75,1.0,0.5,1.0,1.0,-0.03335642286894269,-0.6361856356010954,0.25,0.25,0.0,0.0,0.0,0.125
615,baseline_first,0.13781679224990082,0.07296200762139517,0.5,0.25,0.75,1.0,0.625,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,Q1_UQ_PQR,0.0652236264200536,0.015870694068450875,0.875,0.375,0.75,1.0,0.5,1.0,1.0,-0.07259316582984722,-0.7824800250727065,0.375,0.125,0.0,0.0,-0.125,0.125
615,Q2_RFR,0.05934877156311543,0.005764121260901338,0.875,0.125,0.875,1.0,0.125,0.875,1.0,-0.07846802068678538,-0.9209983188673788,0.375,-0.125,0.125,0.0,-0.5,0.0
615,Q4_CPRC,0.0652236264200536,0.015870694068450875,0.875,0.375,0.75,1.0,0.5,1.0,1.0,-0.07259316582984722,-0.7824800250727065,0.375,0.125,0.0,0.0,-0.125,0.125
615,Q6_NS_SETRANK_PROXY,0.06381617298771876,0.020139744448581014,0.875,0.5,0.75,1.0,0.625,1.0,1.0,-0.07400061926218206,-0.7239694314185059,0.375,0.25,0.0,0.0,0.0,0.125
616,baseline_first,0.1416192930192765,0.01855470461590035,0.5,0.125,0.875,1.0,0.5,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Q1_UQ_PQR,0.06311808880312228,0.005947052319936963,0.875,0.375,0.75,1.0,0.375,0.875,1.0,-0.07850120421615422,-0.6794854758916146,0.375,0.25,-0.125,0.0,-0.125,0.0
616,Q2_RFR,0.07015179322965467,0.010719531600066425,0.75,0.25,1.0,1.0,0.25,0.625,1.0,-0.07146749978962183,-0.4222741982709667,0.25,0.125,0.125,0.0,-0.25,-0.25
616,Q4_CPRC,0.06311808880312228,0.005947052319936963,0.875,0.375,0.75,1.0,0.375,0.875,1.0,-0.07850120421615422,-0.6794854758916146,0.375,0.25,-0.125,0.0,-0.125,0.0
616,Q6_NS_SETRANK_PROXY,0.06453698252627833,0.01144343294438655,0.875,0.5,0.75,1.0,0.5,0.875,1.0,-0.07708231049299817,-0.3832597618083252,0.375,0.375,-0.125,0.0,0.0,0.0
617,baseline_first,0.16969749871432366,0.05950615560591885,0.375,0.375,0.875,1.0,0.875,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,Q1_UQ_PQR,0.053006492107195845,0.0049083133403696,0.875,0.25,0.875,1.0,0.25,0.75,1.0,-0.1166910066071278,-0.9175158722590813,0.5,-0.125,0.0,0.0,-0.625,0.0
617,Q2_RFR,0.053006492107195845,0.0049083133403696,0.875,0.25,0.875,1.0,0.25,0.75,1.0,-0.1166910066071278,-0.9175158722590813,0.5,-0.125,0.0,0.0,-0.625,0.0
617,Q4_CPRC,0.0556379147117548,0.004936882167346963,0.875,0.25,0.875,1.0,0.25,0.875,1.0,-0.11405958400256885,-0.9170357735753994,0.5,-0.125,0.0,0.0,-0.625,0.125
617,Q6_NS_SETRANK_PROXY,0.06810964681639828,0.011808190431357399,0.875,0.625,0.875,1.0,0.625,0.75,1.0,-0.10158785189792538,-0.8015635473150464,0.5,0.25,0.0,0.0,-0.25,0.0
618,baseline_first,0.0929447399383004,0.0568384707477132,0.625,0.25,0.75,1.0,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,Q1_UQ_PQR,0.08278559948855521,0.034692044731736614,0.75,0.375,1.0,1.0,0.5,1.0,1.0,-0.010159140449745183,-0.38963796394658645,0.125,0.125,0.25,0.0,0.0,0.25
618,Q2_RFR,0.08778183197880371,0.012148516657547376,0.75,0.25,1.0,1.0,0.25,1.0,1.0,-0.005162907959496685,-0.7862624293417297,0.125,0.0,0.25,0.0,-0.25,0.25
618,Q4_CPRC,0.08278559948855521,0.034692044731736614,0.75,0.375,1.0,1.0,0.5,1.0,1.0,-0.010159140449745183,-0.38963796394658645,0.125,0.125,0.25,0.0,0.0,0.25
618,Q6_NS_SETRANK_PROXY,0.08074657816054229,0.05346343189240944,0.625,0.5,0.875,1.0,0.625,0.875,1.0,-0.012198161777758107,-0.05937948032212936,0.0,0.25,0.125,0.0,0.125,0.125
619,baseline_first,0.11374253248258953,0.016697545563867263,0.5,0.25,1.0,1.0,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,Q1_UQ_PQR,0.07607246060964298,0.011735725346502811,0.75,0.375,0.875,1.0,0.375,0.875,1.0,-0.03767007187294655,-0.29715865714429357,0.25,0.125,-0.125,0.0,-0.125,0.125
619,Q2_RFR,0.07092077420712459,0.017340165934904936,0.75,0.125,0.875,1.0,0.125,0.625,1.0,-0.042821758275464944,0.03848591809974011,0.25,-0.125,-0.125,0.0,-0.375,-0.125
619,Q4_CPRC,0.08499861493561142,0.018410660361185785,0.75,0.375,0.875,1.0,0.375,0.75,1.0,-0.02874391754697811,0.10259680327063303,0.25,0.125,-0.125,0.0,-0.125,0.0
619,Q6_NS_SETRANK_PROXY,0.08553058936898991,0.01345157659213805,0.75,0.5,0.875,1.0,0.5,0.875,1.0,-0.02821194311359962,-0.19439797060673059,0.25,0.25,-0.125,0.0,0.0,0.125
620,baseline_first,0.13567704618543713,0.03195430928623321,0.5,0.125,0.875,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,Q1_UQ_PQR,0.07817015293020255,0.0065463184728439625,0.75,0.375,0.875,1.0,0.375,0.875,1.0,-0.05750689325523459,-0.7951350343953673,0.25,0.25,0.0,0.0,-0.125,-0.125
620,Q2_RFR,0.06771090163271351,0.00655433473875895,0.875,0.375,0.875,1.0,0.375,0.875,1.0,-0.06796614455272362,-0.7948841678895955,0.375,0.25,0.0,0.0,-0.125,-0.125
620,Q4_CPRC,0.06771090163271351,0.00655433473875895,0.875,0.375,0.875,1.0,0.375,0.875,1.0,-0.06796614455272362,-0.7948841678895955,0.375,0.25,0.0,0.0,-0.125,-0.125
620,Q6_NS_SETRANK_PROXY,0.08675537199152447,0.011913051207100487,0.75,0.375,0.875,1.0,0.375,0.875,1.0,-0.04892167419391266,-0.6271848313043351,0.25,0.25,0.0,0.0,-0.125,-0.125
621,baseline_first,0.13119491615998463,0.06029125239075625,0.375,0.25,0.75,1.0,0.625,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Q1_UQ_PQR,0.09359068365522978,0.023881963495651876,0.875,0.25,0.875,1.0,0.375,1.0,1.0,-0.03760423250475485,-0.6038900744527673,0.5,0.0,0.125,0.0,-0.25,0.125
621,Q2_RFR,0.07209015721799203,0.040573082461857056,0.875,0.125,0.875,1.0,0.25,0.875,1.0,-0.0591047589419926,-0.32704860401809055,0.5,-0.125,0.125,0.0,-0.375,0.0
621,Q4_CPRC,0.09359068365522978,0.023881963495651876,0.875,0.25,0.875,1.0,0.375,1.0,1.0,-0.03760423250475485,-0.6038900744527673,0.5,0.0,0.125,0.0,-0.25,0.125
621,Q6_NS_SETRANK_PROXY,0.09521839876738533,0.04727064313835464,0.875,0.625,0.875,1.0,0.75,1.0,1.0,-0.0359765173925993,-0.21596183088075815,0.5,0.375,0.125,0.0,0.125,0.125
622,baseline_first,0.17577244345876505,0.03212056076801707,0.375,0.125,0.875,1.0,0.625,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,Q1_UQ_PQR,0.07862630296245496,0.013338955928640924,0.875,0.5,0.875,1.0,0.5,0.875,1.0,-0.0971461404963101,-0.584722196322216,0.5,0.375,0.0,0.0,-0.125,0.125
622,Q2_RFR,0.06977147953494331,0.011872961481778962,0.75,0.25,1.0,1.0,0.25,0.625,1.0,-0.10600096392382174,-0.6303625715774848,0.375,0.125,0.125,0.0,-0.375,-0.125
622,Q4_CPRC,0.07862630296245496,0.013338955928640924,0.875,0.5,0.875,1.0,0.5,0.875,1.0,-0.0971461404963101,-0.584722196322216,0.5,0.375,0.0,0.0,-0.125,0.125
622,Q6_NS_SETRANK_PROXY,0.08214566704595502,0.013368564428092637,0.875,0.625,0.875,1.0,0.625,0.875,1.0,-0.09362677641281003,-0.5838004035905899,0.5,0.5,0.0,0.0,0.0,0.125
623,baseline_first,0.15979373887212908,0.06334498857497371,0.25,0.125,0.75,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,Q1_UQ_PQR,0.0881078010956706,0.02387410294601309,0.875,0.375,0.875,1.0,0.5,1.0,1.0,-0.07168593777645849,-0.6231098389455665,0.625,0.25,0.125,0.0,-0.25,0.0
623,Q2_RFR,0.06973053349926592,0.013759603096580413,0.875,0.25,0.875,1.0,0.25,0.75,1.0,-0.09006320537286316,-0.7827830834590039,0.625,0.125,0.125,0.0,-0.5,-0.25
623,Q4_CPRC,0.0881078010956706,0.02387410294601309,0.875,0.375,0.875,1.0,0.5,1.0,1.0,-0.07168593777645849,-0.6231098389455665,0.625,0.25,0.125,0.0,-0.25,0.0
623,Q6_NS_SETRANK_PROXY,0.10846518534913482,0.028866022800514615,0.75,0.375,0.875,1.0,0.5,0.875,1.0,-0.05132855352299426,-0.5443045543160934,0.5,0.25,0.125,0.0,-0.25,-0.125
624,baseline_first,0.16672465902569628,0.11611351958956863,0.375,0.125,0.875,1.0,0.625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,Q1_UQ_PQR,0.10858109070000772,0.026309826348185388,0.75,0.375,0.875,1.0,0.5,0.875,1.0,-0.05814356832568855,-0.7734128941988508,0.375,0.25,0.0,0.0,-0.125,-0.125
624,Q2_RFR,0.10351578022014604,0.011902135789792639,0.625,0.25,1.0,1.0,0.375,0.75,1.0,-0.06320887880555023,-0.8974956935948233,0.25,0.125,0.125,0.0,-0.25,-0.25
624,Q4_CPRC,0.10858109070000772,0.026309826348185388,0.75,0.375,0.875,1.0,0.5,0.875,1.0,-0.05814356832568855,-0.7734128941988508,0.375,0.25,0.0,0.0,-0.125,-0.125
624,Q6_NS_SETRANK_PROXY,0.11058195585814753,0.03679567729258611,0.75,0.5,1.0,1.0,0.75,1.0,1.0,-0.05614270316754874,-0.6831060033090949,0.375,0.375,0.125,0.0,0.125,0.0
625,baseline_first,0.15612773301895277,0.06102563935683482,0.25,0.25,0.875,1.0,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,Q1_UQ_PQR,0.09462926368367448,0.030531774001813998,0.875,0.375,0.875,1.0,0.5,1.0,1.0,-0.06149846933527829,-0.49968940393584804,0.625,0.125,0.0,0.0,0.0,0.25
625,Q2_RFR,0.07738131345266326,0.009737621167092574,0.875,0.25,0.875,1.0,0.25,0.875,1.0,-0.07874641956628951,-0.840433934495076,0.625,0.0,0.0,0.0,-0.25,0.125
625,Q4_CPRC,0.09462926368367448,0.030531774001813998,0.875,0.375,0.875,1.0,0.5,1.0,1.0,-0.06149846933527829,-0.49968940393584804,0.625,0.125,0.0,0.0,0.0,0.25
625,Q6_NS_SETRANK_PROXY,0.10847448499243169,0.027447974119930087,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.047653248026521086,-0.5502222605250602,0.5,0.25,0.0,0.0,0.125,0.125
626,baseline_first,0.16949123268969196,0.03489781367309591,0.125,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,Q1_UQ_PQR,0.08754120433564636,0.0233783268025045,0.875,0.5,1.0,1.0,0.625,1.0,1.0,-0.0819500283540456,-0.330091935801475,0.75,0.5,0.0,0.0,0.125,0.5
626,Q2_RFR,0.055605348374588484,0.006267929230959475,0.875,0.375,1.0,1.0,0.375,0.75,1.0,-0.11388588431510348,-0.8203919222655582,0.75,0.375,0.0,0.0,-0.125,0.25
626,Q4_CPRC,0.08519458276362442,0.0238196611112701,0.875,0.25,0.875,1.0,0.375,0.875,1.0,-0.08429664992606754,-0.3174454613575518,0.75,0.25,-0.125,0.0,-0.125,0.375
626,Q6_NS_SETRANK_PROXY,0.09927665564076268,0.02717934772620299,0.75,0.5,1.0,1.0,0.625,0.875,1.0,-0.07021457704892928,-0.22117333822672647,0.625,0.5,0.0,0.0,0.125,0.375
627,baseline_first,0.1631236633359404,0.03184330735434672,0.375,0.25,0.75,1.0,0.625,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,Q1_UQ_PQR,0.06765828055559728,0.013124776088210686,1.0,0.5,1.0,1.0,0.5,1.0,1.0,-0.09546538278034311,-0.5878325092880432,0.625,0.25,0.25,0.0,-0.125,0.25
627,Q2_RFR,0.06870805462295401,0.011585444756527086,0.875,0.25,1.0,1.0,0.25,0.75,1.0,-0.09441560871298638,-0.6361733212066731,0.5,0.0,0.25,0.0,-0.375,0.0
627,Q4_CPRC,0.06765828055559728,0.013124776088210686,1.0,0.5,1.0,1.0,0.5,1.0,1.0,-0.09546538278034311,-0.5878325092880432,0.625,0.25,0.25,0.0,-0.125,0.25
627,Q6_NS_SETRANK_PROXY,0.07249195557799834,0.0114215558378208,0.875,0.5,1.0,1.0,0.5,0.875,1.0,-0.09063170775794205,-0.6413200516289423,0.5,0.25,0.25,0.0,-0.125,0.125
628,baseline_first,0.10883393598217081,0.04142188674902379,0.5,0.25,0.875,1.0,0.375,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,Q1_UQ_PQR,0.0686338833048786,0.0066511943227706245,0.875,0.375,1.0,1.0,0.375,1.0,1.0,-0.04020005267729221,-0.8394280211553286,0.375,0.125,0.125,0.0,0.0,0.25
628,Q2_RFR,0.06405198605917714,0.0052719268297029,0.75,0.25,1.0,1.0,0.25,0.75,1.0,-0.04478194992299367,-0.8727260575635863,0.25,0.0,0.125,0.0,-0.125,0.0
628,Q4_CPRC,0.0616085219585821,0.0064956753617122,0.875,0.25,1.0,1.0,0.25,0.875,1.0,-0.04722541402358871,-0.843182532918656,0.375,0.0,0.125,0.0,-0.125,0.125
628,Q6_NS_SETRANK_PROXY,0.08308455590821037,0.01107081646610606,0.75,0.5,0.875,1.0,0.5,0.875,1.0,-0.025749380073960437,-0.732730270516541,0.25,0.25,0.0,0.0,0.125,0.125
629,baseline_first,0.19540576356657308,0.06626951619359989,0.125,0.125,1.0,1.0,0.625,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,Q1_UQ_PQR,0.07554040576429463,0.006120860979632138,0.875,0.5,1.0,1.0,0.5,1.0,1.0,-0.11986535780227844,-0.9076368543003899,0.75,0.375,0.0,0.0,-0.125,0.25
