trial,baseline_energy_above_hull_per_atom,baseline_rmsd_from_relaxation,baseline_stable,baseline_novel_unique_stable,baseline_comp_validity,baseline_structure_validity,baseline_novel,baseline_unique,baseline_converged,selected_energy_above_hull_per_atom,selected_rmsd_from_relaxation,selected_stable,selected_novel_unique_stable,selected_comp_validity,selected_structure_validity,selected_novel,selected_unique,selected_converged,ehull_change,rmsd_relative_change,stable_change,nus_change,composition_change,structure_change,novel_change,unique_change
794,0.1213049880508404,0.0261220746320774,0.625,0.0,0.875,1.0,0.375,0.875,1.0,0.14193761059277626,0.02598581925167766,0.5,0.375,0.875,1.0,0.625,0.875,1.0,0.02063262254193586,-0.005216101030215192,-0.125,0.375,0.0,0.0,0.25,0.0
795,0.17112952514614585,0.035572819422591724,0.375,0.0,0.875,1.0,0.375,0.625,1.0,0.1061587358710798,0.05412180689375967,0.75,0.625,0.875,1.0,0.75,0.875,1.0,-0.06497078927506605,0.5214370907971322,0.375,0.625,0.0,0.0,0.375,0.25
796,0.1363306455844173,0.026694087353266616,0.5,0.125,0.875,1.0,0.5,0.875,1.0,0.10989826071001614,0.05097008954148757,0.625,0.375,0.875,1.0,0.625,1.0,1.0,-0.026432384874401152,0.9094149527179938,0.125,0.25,0.0,0.0,0.125,0.125
797,0.14896537034504662,0.029811617427487766,0.5,0.375,0.875,1.0,0.75,1.0,1.0,0.09869442027268856,0.04628927000366739,0.625,0.5,1.0,1.0,0.625,0.875,1.0,-0.05027095007235806,0.5527258833325301,0.125,0.125,0.125,0.0,-0.125,-0.125
798,0.1251111020176011,0.03680635000379864,0.625,0.25,0.875,1.0,0.5,0.875,1.0,0.12932321532490326,0.0571163988114557,0.5,0.5,1.0,1.0,0.75,0.75,1.0,0.004212113307302173,0.5518082832326743,-0.125,0.25,0.125,0.0,0.25,-0.125
799,0.11042253306852198,0.027192800838455822,0.5,0.0,0.875,1.0,0.125,0.625,1.0,0.10536082420319033,0.0522326509175395,0.625,0.375,0.875,1.0,0.5,0.75,1.0,-0.005061708865331652,0.9208264432868769,0.125,0.375,0.0,0.0,0.375,0.125
800,0.14592561667771825,0.05355170060993348,0.375,0.125,0.625,1.0,0.5,0.75,1.0,0.12620855101076764,0.050152121614269365,0.5,0.375,1.0,1.0,0.625,0.75,1.0,-0.01971706566695061,-0.06348218556916407,0.125,0.25,0.375,0.0,0.125,0.0
801,0.179106523392845,0.06169257469395883,0.25,0.0,0.875,1.0,0.75,0.875,1.0,0.08585179524292592,0.021960593801363625,0.75,0.625,0.875,1.0,0.75,1.0,1.0,-0.09325472814991907,-0.6440318156552138,0.5,0.625,0.0,0.0,0.0,0.125
802,0.12826785793589976,0.042908734273731826,0.5,0.375,0.875,1.0,0.625,1.0,1.0,0.09719786662682912,0.04685536479747274,0.75,0.375,0.875,1.0,0.5,1.0,1.0,-0.031069991309070635,0.09197732327790864,0.25,0.0,0.0,0.0,-0.125,0.0
803,0.18693435232360572,0.07786797787264485,0.375,0.25,0.875,1.0,0.75,0.875,1.0,0.12530721190576039,0.06165553700832953,0.625,0.5,1.0,1.0,0.625,0.875,1.0,-0.06162714041784534,-0.2082042106041485,0.25,0.25,0.125,0.0,-0.125,0.0
804,0.13902827526429493,0.02094599911359375,0.625,0.25,0.875,1.0,0.5,1.0,1.0,0.10736763431885683,0.05112034097332571,0.75,0.5,1.0,1.0,0.75,1.0,1.0,-0.03166064094543809,1.4405778256788482,0.125,0.25,0.125,0.0,0.25,0.0
805,0.1613349872443099,0.06846831585206267,0.375,0.25,0.875,1.0,0.75,1.0,1.0,0.07106958651196402,0.01228375775892975,0.875,0.5,0.875,1.0,0.5,1.0,1.0,-0.09026540073234587,-0.8205920854622615,0.5,0.25,0.0,0.0,-0.25,0.0
806,0.22954526469331313,0.08583714632440137,0.25,0.125,0.875,1.0,0.875,1.0,1.0,0.0989947247003082,0.018999239152285928,0.75,0.5,0.875,1.0,0.5,1.0,1.0,-0.13055053999300492,-0.7786594735980299,0.5,0.375,0.0,0.0,-0.375,0.0
807,0.10730361118936059,0.04953424103272392,0.625,0.25,1.0,1.0,0.375,0.75,1.0,0.09083146442629648,0.03988381048704957,0.625,0.375,0.875,1.0,0.5,0.875,1.0,-0.016472146763064105,-0.1948234260680195,0.0,0.125,-0.125,0.0,0.125,0.125
808,0.16537755185961542,0.040149061753632295,0.375,0.0,1.0,1.0,0.5,1.0,1.0,0.07835733589420209,0.04724385337275313,0.875,0.375,0.75,1.0,0.5,1.0,1.0,-0.08702021596541333,0.1767112681899463,0.5,0.375,-0.25,0.0,0.0,0.0
809,0.1695407003058828,0.07386666169818083,0.25,0.0,1.0,1.0,0.5,0.75,1.0,0.12153312107578282,0.049940998861414926,0.625,0.5,1.0,1.0,0.75,0.875,1.0,-0.04800757923009999,-0.32390339954073144,0.375,0.5,0.0,0.0,0.25,0.125
810,0.17741920907203307,0.03480201146972075,0.375,0.25,0.75,1.0,0.75,0.75,1.0,0.13435768724038463,0.05102513077456392,0.5,0.375,0.875,1.0,0.625,0.875,1.0,-0.043061521831648436,0.46615464508302873,0.125,0.125,0.125,0.0,-0.125,0.125
811,0.1732105222766482,0.09748971525601063,0.375,0.25,0.875,1.0,0.75,0.875,1.0,0.09770271637127444,0.048287199602998654,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.07550780590537377,-0.5046944236507906,0.375,0.25,0.0,0.0,-0.125,0.0
812,0.14883750930300493,0.09944378150758289,0.375,0.125,0.625,1.0,0.625,0.875,1.0,0.10274555005071404,0.045978074862949275,0.625,0.375,1.0,1.0,0.5,0.875,1.0,-0.0460919592522909,-0.5376475616080296,0.25,0.25,0.375,0.0,-0.125,0.0
813,0.12146664932658464,0.03325795114818424,0.625,0.375,0.625,1.0,0.625,0.875,1.0,0.12269340008226842,0.025849494957239975,0.5,0.5,0.875,1.0,0.875,0.875,1.0,0.0012267507556837781,-0.2227574440149701,-0.125,0.125,0.25,0.0,0.25,0.0
814,0.1594762067531585,0.09742415943306504,0.25,0.25,0.75,1.0,0.875,0.875,1.0,0.09851787142344265,0.008601352830745201,0.625,0.375,0.875,1.0,0.5,0.75,1.0,-0.06095833532971584,-0.9117123218635032,0.375,0.125,0.125,0.0,-0.375,-0.125
815,0.17451561254017334,0.03395579962493897,0.5,0.375,1.0,1.0,0.75,0.875,1.0,0.08002595940043963,0.020778305708271688,0.75,0.625,0.75,1.0,0.75,0.875,1.0,-0.0944896531397337,-0.3880778559839604,0.25,0.25,-0.25,0.0,0.0,0.0
816,0.14702227431766385,0.07727866077179754,0.5,0.125,0.625,1.0,0.625,1.0,1.0,0.11799576301766153,0.045524964091069875,0.625,0.5,0.875,1.0,0.75,0.875,1.0,-0.02902651130000232,-0.41089864088736927,0.125,0.375,0.25,0.0,0.125,-0.125
817,0.1289923582803852,0.034347081658371706,0.625,0.375,0.875,1.0,0.625,0.75,1.0,0.0973131927664381,0.015718106370507325,0.875,0.625,0.875,1.0,0.75,1.0,1.0,-0.03167916551394709,-0.5423743266794774,0.25,0.25,0.0,0.0,0.125,0.25
818,0.11888967028592595,0.0314056537889154,0.625,0.25,0.875,1.0,0.5,1.0,1.0,0.10309476502304013,0.011130873120824288,0.75,0.5,1.0,1.0,0.625,0.875,1.0,-0.015794905262885822,-0.6455774111363056,0.125,0.25,0.125,0.0,0.125,-0.125
819,0.18412098415675768,0.09202315197916291,0.375,0.125,1.0,1.0,0.75,0.875,1.0,0.10966808994085603,0.049634667044651214,0.75,0.625,1.0,1.0,0.875,0.875,1.0,-0.07445289421590165,-0.46062848340719575,0.375,0.5,0.0,0.0,0.125,0.0
820,0.19814586700285958,0.04509133989647324,0.125,0.125,0.875,1.0,0.625,0.875,1.0,0.09079662084253357,0.018372777383010186,0.75,0.5,1.0,1.0,0.5,1.0,1.0,-0.10734924616032601,-0.592543104170493,0.625,0.375,0.125,0.0,-0.125,0.125
821,0.12837210131612692,0.06173314638229108,0.5,0.0,0.875,1.0,0.5,0.75,1.0,0.15747796345449347,0.06438652938987566,0.5,0.5,1.0,1.0,0.875,0.875,1.0,0.02910586213836655,0.04298149637721571,0.0,0.5,0.125,0.0,0.375,0.125
822,0.13014727238256682,0.04794313490160855,0.5,0.125,0.75,1.0,0.375,0.875,1.0,0.1183690456045478,0.017530674784892702,0.625,0.5,0.875,1.0,0.75,0.875,1.0,-0.011778226778019013,-0.6343444203039688,0.125,0.375,0.125,0.0,0.375,0.0
823,0.17421613227159255,0.08916402875104831,0.375,0.125,0.875,1.0,0.625,0.75,1.0,0.09563956596539076,0.048357518253295415,0.875,0.5,0.875,1.0,0.625,1.0,1.0,-0.07857656630620179,-0.45765664774622616,0.5,0.375,0.0,0.0,0.0,0.25
824,0.12335551261869611,0.08571872321035649,0.5,0.25,0.75,1.0,0.625,0.875,1.0,0.13626509823692198,0.05918772439066643,0.625,0.5,0.875,1.0,0.75,1.0,1.0,0.012909585618225874,-0.3095122958677551,0.125,0.25,0.125,0.0,0.125,0.125
825,0.15532734218664862,0.03384396994943115,0.375,0.0,0.875,1.0,0.375,1.0,1.0,0.09708715198309255,0.048037970850508885,0.75,0.625,1.0,1.0,0.75,1.0,1.0,-0.05824019020355607,0.4193952695941423,0.375,0.625,0.125,0.0,0.375,0.0
826,0.19457601717333348,0.11455740543602934,0.0,0.0,0.75,1.0,0.875,0.875,1.0,0.11578718304975906,0.04618638171279883,0.75,0.5,1.0,1.0,0.75,1.0,1.0,-0.07878883412357442,-0.5968276207286308,0.75,0.5,0.25,0.0,-0.125,0.125
827,0.1472639526817525,0.05083614301276513,0.5,0.125,0.75,1.0,0.625,0.75,1.0,0.09147306801334093,0.014976840256563161,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.05579088466841156,-0.7053899180981841,0.25,0.375,0.125,0.0,0.0,0.125
828,0.09774018606677401,0.06384337302994952,0.5,0.25,0.75,1.0,0.5,0.875,1.0,0.08824458761192751,0.046571348357363415,0.75,0.375,0.875,1.0,0.5,0.875,1.0,-0.009495598454846502,-0.27053747088963553,0.25,0.125,0.125,0.0,0.0,0.0
829,0.11960883288900434,0.0687015136627484,0.5,0.375,0.75,1.0,0.75,0.875,1.0,0.09755460086935781,0.05011974449615722,0.75,0.5,0.875,1.0,0.75,1.0,1.0,-0.022054232019646527,-0.27047103005339834,0.25,0.125,0.125,0.0,0.0,0.125
830,0.17948810469266946,0.06455306216947551,0.125,0.0,0.75,1.0,0.5,0.625,1.0,0.1610952284353247,0.060483688273534064,0.5,0.5,1.0,1.0,0.875,1.0,1.0,-0.01839287625734476,-0.06303920773359817,0.375,0.5,0.25,0.0,0.375,0.375
831,0.15824739885919412,0.07447121383995432,0.375,0.25,0.875,1.0,0.5,0.75,1.0,0.11895066049966635,0.051829814906646864,0.625,0.375,0.875,1.0,0.625,1.0,1.0,-0.039296738359527766,-0.30402886922141437,0.25,0.125,0.0,0.0,0.125,0.25
832,0.13115171754654437,0.03311218561329118,0.375,0.25,0.75,1.0,0.75,0.75,1.0,0.13104624111723945,0.0188881081052538,0.625,0.375,0.875,1.0,0.625,0.875,1.0,-0.00010547642930491818,-0.42957229323840995,0.25,0.125,0.125,0.0,-0.125,0.125
833,0.15549837145443907,0.11035862697560982,0.25,0.25,0.75,1.0,0.75,0.875,1.0,0.09867831912055577,0.04181361783755859,0.625,0.375,0.875,1.0,0.5,0.875,1.0,-0.05682005233388329,-0.6211114709971903,0.375,0.125,0.125,0.0,-0.25,0.0
834,0.1870544503058955,0.07992506227971924,0.375,0.25,0.875,1.0,0.875,1.0,1.0,0.12181795369083465,0.05117050353616486,0.5,0.375,1.0,1.0,0.625,0.875,1.0,-0.06523649661506084,-0.35976898764144927,0.125,0.125,0.125,0.0,-0.25,-0.125
835,0.1637882235151797,0.12551398941419675,0.25,0.0,0.75,1.0,0.75,0.875,1.0,0.10114343237667973,0.04226307194128975,0.75,0.375,0.875,1.0,0.625,0.875,1.0,-0.06264479113849995,-0.6632799886407768,0.5,0.375,0.125,0.0,-0.125,0.0
836,0.1168038462451007,0.029962819932238937,0.625,0.0,0.75,1.0,0.25,0.875,1.0,0.12909156475658629,0.0518411334649318,0.5,0.375,1.0,1.0,0.625,0.875,1.0,0.01228771851148558,0.7301820583700325,-0.125,0.375,0.25,0.0,0.375,0.0
837,0.15178740258900958,0.08395349869135474,0.25,0.125,1.0,1.0,0.625,0.625,1.0,0.08796371394356468,0.019463980105671623,0.75,0.5,0.75,1.0,0.5,0.875,1.0,-0.0638236886454449,-0.7681576061859116,0.5,0.375,-0.25,0.0,-0.125,0.25
838,0.07272475128336692,0.02179281003130487,0.875,0.25,0.625,1.0,0.375,1.0,1.0,0.11023468670088027,0.0501304431881598,0.75,0.5,0.875,1.0,0.75,0.875,1.0,0.03750993541751335,1.300320294452554,-0.125,0.25,0.25,0.0,0.375,-0.125
839,0.16729930451087743,0.03506792310992862,0.375,0.375,0.875,1.0,0.75,0.75,1.0,0.11670043175844211,0.051715877038481316,0.75,0.375,0.75,1.0,0.625,1.0,1.0,-0.050598872752435325,0.47473452808613104,0.375,0.0,-0.125,0.0,-0.125,0.25
840,0.11139521737247833,0.08930915653368238,0.625,0.125,0.75,1.0,0.5,1.0,1.0,0.10735153316672402,0.04664468880721691,0.75,0.375,0.875,1.0,0.625,1.0,1.0,-0.004043684205754308,-0.47771661252197406,0.125,0.25,0.125,0.0,0.125,0.0
841,0.119580535002027,0.032441808236138375,0.625,0.25,0.625,1.0,0.625,1.0,1.0,0.10212353278285619,0.056261468194932565,0.625,0.5,0.75,1.0,0.75,1.0,1.0,-0.01745700221917082,0.7342272596340795,0.0,0.25,0.125,0.0,0.125,0.0
842,0.17480095955927782,0.050914778926319376,0.375,0.125,0.875,1.0,0.75,1.0,1.0,0.0855987392938868,0.04167023869804279,0.875,0.375,0.875,1.0,0.5,1.0,1.0,-0.08920222026539103,-0.18156889656055852,0.5,0.25,0.0,0.0,-0.25,0.0
843,0.13536087157594454,0.0203528393128381,0.625,0.0,0.75,1.0,0.375,1.0,1.0,0.10205457627425726,0.011782156713566038,0.75,0.5,0.75,1.0,0.625,0.875,1.0,-0.03330629530168727,-0.42110500984822663,0.125,0.5,0.0,0.0,0.25,-0.125
844,0.18473423822842333,0.102986931034884,0.25,0.125,0.875,1.0,0.875,0.875,1.0,0.1136144418677639,0.0119494033960369,0.625,0.375,0.875,1.0,0.625,0.875,1.0,-0.07111979636065943,-0.88397165275282,0.375,0.25,0.0,0.0,-0.25,0.0
845,0.18171569118426456,0.026317073818346387,0.25,0.0,1.0,1.0,0.25,0.875,1.0,0.10195470327275086,0.04905424735670801,0.75,0.375,0.75,1.0,0.625,0.875,1.0,-0.0797609879115137,0.8639704282970431,0.5,0.375,-0.25,0.0,0.375,0.0
846,0.20177798768510186,0.08179903499522972,0.25,0.125,0.875,1.0,0.75,1.0,1.0,0.13329332151941226,0.05855149311777916,0.625,0.5,1.0,1.0,0.75,1.0,1.0,-0.0684846661656896,-0.2842031312326153,0.375,0.375,0.125,0.0,0.0,0.0
847,0.1542819872555941,0.029324661344680602,0.625,0.5,1.0,1.0,0.875,0.875,1.0,0.12897639203009398,0.02638187439087595,0.625,0.5,1.0,1.0,0.75,0.75,1.0,-0.025305595225500133,-0.10035195016287768,0.0,0.0,0.0,0.0,-0.125,-0.125
848,0.14846741132470329,0.07187905593059209,0.375,0.25,0.75,1.0,0.625,0.75,1.0,0.09152203564149858,0.014730292865544337,0.75,0.5,0.875,1.0,0.625,0.75,1.0,-0.05694537568320471,-0.7950683592760566,0.375,0.25,0.125,0.0,0.0,0.0
849,0.16975478958339604,0.04169289937988237,0.375,0.25,0.875,1.0,0.625,0.875,1.0,0.1319766300275122,0.05700042203507667,0.625,0.375,0.875,1.0,0.625,0.875,1.0,-0.037778159555883845,0.3671493919317226,0.25,0.125,0.0,0.0,0.0,0.0
850,0.14718556270779198,0.0458852877738316,0.25,0.125,0.75,1.0,0.5,0.625,1.0,0.10834323706813816,0.044646759207885654,0.625,0.375,1.0,1.0,0.625,1.0,1.0,-0.03884232563965383,-0.026991844794580944,0.375,0.25,0.25,0.0,0.125,0.375
851,0.14744257442828324,0.0574409690814393,0.5,0.25,0.875,1.0,0.5,0.75,1.0,0.08251786661580282,0.014701986934052239,0.875,0.5,0.875,1.0,0.5,1.0,1.0,-0.06492470781248041,-0.7440505066478267,0.375,0.25,0.0,0.0,0.0,0.25
852,0.11067596630193498,0.017855442340834853,0.625,0.25,1.0,1.0,0.375,1.0,1.0,0.12035611496325743,0.05232810541157418,0.625,0.5,0.875,1.0,0.75,1.0,1.0,0.009680148661322455,1.9306529859471135,0.0,0.25,-0.125,0.0,0.375,0.0
853,0.15000699575841764,0.05789571441041734,0.25,0.125,0.875,1.0,0.625,0.625,1.0,0.1292395327784634,0.056771439120870563,0.5,0.25,1.0,1.0,0.5,0.875,1.0,-0.020767462979954243,-0.019418972561196735,0.25,0.125,0.125,0.0,-0.125,0.25
854,0.11684259125363036,0.024364434282451886,0.5,0.125,0.875,1.0,0.375,0.875,1.0,0.07555617536070021,0.0130505845073566,0.875,0.625,0.875,1.0,0.625,0.875,1.0,-0.04128641589293015,-0.46435922311744027,0.375,0.5,0.0,0.0,0.25,0.0
855,0.18892347771568094,0.11617134545045738,0.125,0.0,0.875,1.0,0.625,0.875,1.0,0.09263205568591511,0.0467624661807403,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.09629142202976583,-0.5974698752139124,0.625,0.5,0.0,0.0,0.0,0.0
856,0.13005691624580382,0.02638274366252087,0.625,0.25,0.875,1.0,0.5,0.875,1.0,0.09507296920536652,0.047861742109786824,0.875,0.625,1.0,1.0,0.75,1.0,1.0,-0.034983947040437294,0.8141305817930853,0.25,0.375,0.125,0.0,0.25,0.125
857,0.15864023433561344,0.027170729654852822,0.25,0.0,0.875,1.0,0.25,0.625,1.0,0.09743642403886985,0.0205013926081086,0.875,0.625,0.875,1.0,0.625,1.0,1.0,-0.0612038102967436,-0.2454603586824562,0.625,0.625,0.0,0.0,0.375,0.375
858,0.12336903002246011,0.051917957762127556,0.625,0.375,1.0,1.0,0.625,1.0,1.0,0.1212098835343775,0.05052496122766462,0.625,0.5,0.875,1.0,0.75,1.0,1.0,-0.002159146488082603,-0.02683072667929709,0.0,0.125,-0.125,0.0,0.125,0.0
859,0.17842985932906824,0.0697907965064957,0.25,0.0,0.75,1.0,0.625,0.75,1.0,0.09869442027268856,0.04628927000366739,0.625,0.5,1.0,1.0,0.625,0.875,1.0,-0.07973543905637968,-0.3367424886838901,0.375,0.5,0.25,0.0,0.0,0.125
860,0.1323594994568222,0.05202630315651071,0.375,0.125,0.875,1.0,0.5,0.625,1.0,0.08880716855496315,0.0469617750190571,0.75,0.5,0.875,1.0,0.625,1.0,1.0,-0.04355233090185906,-0.0973455315903956,0.375,0.375,0.0,0.0,0.125,0.375
861,0.11318740258831525,0.0677654285125904,0.5,0.125,0.625,1.0,0.625,1.0,1.0,0.14809592701223734,0.056033212178647956,0.5,0.375,1.0,1.0,0.75,1.0,1.0,0.03490852442392209,-0.17312981842596442,0.0,0.25,0.375,0.0,0.125,0.0
862,0.1813921587569823,0.07731272717013266,0.375,0.125,0.75,1.0,0.625,1.0,1.0,0.08779271127113149,0.046427710902786405,0.875,0.5,0.875,1.0,0.625,1.0,1.0,-0.09359944748585082,-0.39948165583890705,0.5,0.375,0.125,0.0,0.0,0.0
863,0.18708912785155624,0.046433792940039006,0.375,0.125,1.0,1.0,0.625,0.75,1.0,0.08152744076520531,0.013641773629016349,0.875,0.625,0.875,1.0,0.625,1.0,1.0,-0.10556168708635093,-0.70621022394978,0.5,0.5,-0.125,0.0,0.0,0.25
864,0.1490254604850263,0.036138168521164506,0.375,0.125,0.875,1.0,0.375,0.75,1.0,0.1215562666188355,0.028438523528003426,0.625,0.5,0.875,1.0,0.875,0.875,1.0,-0.02746919386619079,-0.21306129525218587,0.25,0.375,0.0,0.0,0.5,0.125
865,0.16093796461431573,0.04466654281078296,0.25,0.0,0.625,1.0,0.5,0.75,1.0,0.09539124838967257,0.017504254295395302,0.875,0.625,0.75,1.0,0.75,1.0,1.0,-0.06554671622464316,-0.6081126231428505,0.625,0.625,0.125,0.0,0.25,0.25
866,0.09129723764806316,0.06389028084109674,0.625,0.125,0.625,1.0,0.5,0.875,1.0,0.1267275201534535,0.05303754546820387,0.625,0.5,1.0,1.0,0.75,0.875,1.0,0.03543028250539035,-0.16986520062237642,0.0,0.375,0.375,0.0,0.25,0.0
867,0.15810249246438796,0.08401323567381287,0.25,0.125,0.75,1.0,0.75,0.875,1.0,0.09283249347840858,0.010004014595374287,0.75,0.375,0.875,1.0,0.5,0.875,1.0,-0.06526999898597938,-0.8809233507656394,0.5,0.25,0.125,0.0,-0.25,0.0
868,0.14332953777260635,0.024231611162297575,0.625,0.25,0.875,1.0,0.625,0.75,1.0,0.09851787142344265,0.008601352830745201,0.625,0.375,0.875,1.0,0.5,0.75,1.0,-0.0448116663491637,-0.6450358676880632,0.0,0.125,0.0,0.0,-0.125,0.0
869,0.13747334953634757,0.020864132839627077,0.5,0.125,0.875,1.0,0.5,0.75,1.0,0.08797829527952292,0.01878554136247336,0.875,0.5,0.875,1.0,0.5,1.0,1.0,-0.049495054256824655,-0.09962510750534836,0.375,0.375,0.0,0.0,0.0,0.25
870,0.14674519308320844,0.034841659300237554,0.25,0.25,0.875,1.0,0.625,0.625,1.0,0.09619814113293475,0.04721320017302138,0.75,0.375,0.875,1.0,0.5,1.0,1.0,-0.05054705195027369,0.3550789807734407,0.5,0.125,0.0,0.0,-0.125,0.375
871,0.1791920586273889,0.09651603631229069,0.25,0.25,1.0,1.0,0.875,1.0,1.0,0.09426882642008189,0.04845073482997206,0.875,0.625,0.875,1.0,0.75,1.0,1.0,-0.08492323220730702,-0.49800326783827764,0.625,0.375,-0.125,0.0,-0.125,0.0
872,0.10883516587084216,0.011785461437259562,0.5,0.125,0.875,1.0,0.375,0.75,1.0,0.08635428682833107,0.016875278164700837,0.875,0.375,0.75,1.0,0.5,1.0,1.0,-0.022480879042511087,0.4318725027897419,0.375,0.25,-0.125,0.0,0.125,0.25
873,0.17502403895673985,0.04784279956196594,0.25,0.125,0.75,1.0,0.625,0.875,1.0,0.08837667717229498,0.04691582599733088,0.75,0.625,1.0,1.0,0.75,0.875,1.0,-0.08664736178444486,-0.019375403887777143,0.5,0.5,0.25,0.0,0.125,0.0
874,0.21562403999666088,0.09926142595397569,0.125,0.0,0.875,1.0,0.75,0.875,1.0,0.08546525037156624,0.026328578598979174,0.75,0.5,0.75,1.0,0.625,0.875,1.0,-0.13015878962509464,-0.7347551846455753,0.625,0.5,-0.125,0.0,-0.125,0.0
875,0.10082906954930412,0.05046512985878762,0.5,0.125,0.75,1.0,0.5,0.75,1.0,0.12685863718782114,0.060446011535185196,0.625,0.375,0.875,1.0,0.75,1.0,1.0,0.02602956763851702,0.19777778645029231,0.125,0.25,0.125,0.0,0.25,0.25
876,0.10874265874088504,0.020118914200649037,0.625,0.125,1.0,1.0,0.25,0.75,1.0,0.09223334062573971,0.013254134158074023,0.75,0.5,1.0,1.0,0.5,0.875,1.0,-0.016509318115145333,-0.3412102648339519,0.125,0.375,0.0,0.0,0.25,0.125
877,0.12209391803214095,0.049239967951148905,0.375,0.125,1.0,1.0,0.375,0.75,1.0,0.11495936688514224,0.019584842596599625,0.625,0.375,0.875,1.0,0.5,0.875,1.0,-0.007134551146998708,-0.6022572026035883,0.25,0.25,-0.125,0.0,0.125,0.125
878,0.14745811795157399,0.10959874422780654,0.5,0.25,0.875,1.0,0.75,1.0,1.0,0.09603170312757132,0.01680967027729731,0.75,0.625,1.0,1.0,0.75,1.0,1.0,-0.05142641482400266,-0.8466253386776261,0.25,0.375,0.125,0.0,0.0,0.0
879,0.1536434735328242,0.0810765589834281,0.375,0.125,0.875,1.0,0.625,0.875,1.0,0.10332130320179161,0.04254489197992456,0.75,0.375,0.75,1.0,0.625,0.875,1.0,-0.05032217033103259,-0.475250398964013,0.375,0.25,-0.125,0.0,0.0,0.0
880,0.14689146337808198,0.06315780396761582,0.5,0.125,1.0,1.0,0.5,0.75,1.0,0.09363454476256612,0.018309309371701263,0.875,0.5,0.875,1.0,0.625,1.0,1.0,-0.05325691861551586,-0.7101021849795575,0.375,0.375,-0.125,0.0,0.125,0.25
881,0.14179950795401228,0.027181037092390288,0.5,0.125,0.75,1.0,0.5,0.875,1.0,0.07634205966061777,0.011764901517826425,0.75,0.625,1.0,1.0,0.625,0.875,1.0,-0.0654574482933945,-0.567165098305974,0.25,0.5,0.25,0.0,0.125,0.0
882,0.161297725664686,0.07986625012493835,0.25,0.0,0.875,1.0,0.375,0.75,1.0,0.11486767209045007,0.0130835012955337,0.625,0.375,0.875,1.0,0.625,0.875,1.0,-0.046430053574235935,-0.8361823514304654,0.375,0.375,0.0,0.0,0.25,0.125
883,0.13045877114100524,0.06465006448435265,0.375,0.0,0.75,1.0,0.375,0.625,1.0,0.14327607834640893,0.05968868213600899,0.5,0.375,1.0,1.0,0.75,0.75,1.0,0.012817307205403694,-0.07674210981714447,0.125,0.375,0.25,0.0,0.375,0.125
884,0.1476018300354121,0.0536503651107911,0.375,0.25,0.875,1.0,0.625,0.625,1.0,0.1204050825914151,0.05208155802055535,0.625,0.5,0.875,1.0,0.75,0.875,1.0,-0.027196747443997013,-0.029241312468164415,0.25,0.25,0.0,0.0,0.125,0.25
885,0.13711306539798396,0.04305066740201818,0.375,0.0,1.0,1.0,0.25,0.875,1.0,0.08593311963032564,0.015788403049760064,0.875,0.5,0.75,1.0,0.625,1.0,1.0,-0.051179945767658316,-0.6332599701109416,0.5,0.5,-0.25,0.0,0.375,0.125
886,0.12852183519336077,0.03801062730513701,0.5,0.0,0.875,1.0,0.375,0.875,1.0,0.11154052764657504,0.05357704300860504,0.75,0.5,1.0,1.0,0.625,1.0,1.0,-0.01698130754678573,0.4095279874890221,0.25,0.5,0.125,0.0,0.25,0.125
887,0.08985752280488585,0.06415331463163762,0.5,0.125,0.75,1.0,0.5,0.875,1.0,0.12603227783591214,0.0575447479160359,0.5,0.375,0.875,1.0,0.625,0.875,1.0,0.036174755031026296,-0.10301208524528305,0.0,0.25,0.125,0.0,0.125,0.0
888,0.14271930024393903,0.02629892433988426,0.5,0.0,0.875,1.0,0.375,0.875,1.0,0.09664726751575321,0.017058899029787074,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.046072032728185816,-0.35134613076489996,0.25,0.5,0.0,0.0,0.25,0.0
889,0.1349200655457939,0.03438800723723305,0.5,0.25,0.875,1.0,0.5,0.875,1.0,0.09383851741420864,0.02039972080774474,0.75,0.5,0.875,1.0,0.5,0.875,1.0,-0.04108154813158525,-0.4067780471542627,0.25,0.25,0.0,0.0,0.0,0.0
890,0.21368024178672518,0.10503904175113603,0.125,0.0,0.875,1.0,0.75,0.875,1.0,0.13210059485223652,0.05859027644679398,0.5,0.5,1.0,1.0,0.75,0.875,1.0,-0.08157964693448866,-0.44220477005484193,0.375,0.5,0.125,0.0,0.0,0.0
891,0.17212521175036904,0.04763471811183957,0.375,0.25,0.875,1.0,0.75,0.875,1.0,0.08294714793867182,0.013302009661320877,0.875,0.5,0.875,1.0,0.5,0.875,1.0,-0.08917806381169723,-0.7207496929006771,0.5,0.25,0.0,0.0,-0.25,0.0
892,0.14550846652884528,0.06070116905554945,0.5,0.25,0.875,1.0,0.625,1.0,1.0,0.08922419613670048,0.04163251133389108,0.75,0.5,0.875,1.0,0.625,1.0,1.0,-0.0562842703921448,-0.3141398760245965,0.25,0.25,0.0,0.0,0.0,0.0
