task_id,config,seed,status,attempt,real_failure_count,input_path,input_hash,output_path,output_hash,physical_gpu,gpu_slot,worker_pid,worker_pgid,checkpoint,checkpoint_sha256,relax_config_hash,start_time,finish_time,elapsed,steps,energy,energy_per_atom,maximum_force,converged,return_code,failure_reason
A0_seed_14010,A0,14010,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14010/generated_crystals.extxyz,64e1e867172bb2b068485c36e3964e5d3ee7fea6310ff37522ea9dbd1db04f21,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14010/relaxed_structure.extxyz,7668265ad251ab3c868c1bf23f3fa999e9c113bab8360702c1602fd4111f03e2,4,0,2885526,2885526,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:21+08:00,2026-07-24T18:03:22+08:00,1.2393928570090793,17,-94.36763763427734,-9.436763763427734,0.047696612775325775,True,0,
A0_seed_14011,A0,14011,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14011/generated_crystals.extxyz,a0ef2a0313d85ac969ad2e8daf18dc3306ac2da762e66d56e1f55bb9a4818d9d,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14011/relaxed_structure.extxyz,f9086c3df5f8f11397db4ec6ba1a8dd0b8c36b34e9c80adaf0d119a556fa7d39,1,1,2885521,2885521,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:21+08:00,2026-07-24T18:03:22+08:00,0.7554113239748403,6,-37.48310470581055,-7.496620941162109,0.032194506376981735,True,0,
A0_seed_14012,A0,14012,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14012/generated_crystals.extxyz,6b6da99ecff79688e065a9a98e5a78775b1ad5d72f5273184c15eef6666bf191,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14012/relaxed_structure.extxyz,0023f78d2a96a1de0788d02a0ac47a6f875fb0092cf138ebe14d10a4e476cd25,0,1,2885519,2885519,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:21+08:00,2026-07-24T18:03:22+08:00,1.058568409003783,18,-35.46440505981445,-5.910734176635742,0.04308676719665527,True,0,
A0_seed_14013,A0,14013,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14013/generated_crystals.extxyz,db8fae91f0113caaa3d7f5b977305c10d13212ce819addd7c94fcebe0cd8e2a1,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14013/relaxed_structure.extxyz,9bee48f4863643c717355e55ea690cbd945fd08ba7e88f14563aca2c17edafc8,5,1,2885529,2885529,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:21+08:00,2026-07-24T18:03:23+08:00,2.0020294620189816,48,-91.22782897949219,-7.602319081624349,0.04559551179409027,True,0,
A0_seed_14014,A0,14014,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14014/generated_crystals.extxyz,cf94de414235e2a2caaed4c6634a5142a5576f90e6ac85fb39ba4fb5cd25aad9,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14014/relaxed_structure.extxyz,faa9a0ae5624746c3d59dbcc447cdf5f1696eb097b8e0877e6f3a9bcb6e94508,7,0,2885532,2885532,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:21+08:00,2026-07-24T18:03:22+08:00,0.7289398959837854,8,-48.041603088378906,-12.010400772094727,0.005787964444607496,True,0,
A0_seed_14015,A0,14015,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14015/generated_crystals.extxyz,10650e535ace4f9220c022e5165ecc35b9dd1570109e6fe673482431790988f7,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14015/relaxed_structure.extxyz,6bf2f1685ba98ae0656f44bd877832b6610875ea99269ec83a93f67967ac380f,2,1,2885523,2885523,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:21+08:00,2026-07-24T18:03:22+08:00,1.3367262259707786,22,-82.5801773071289,-6.881681442260742,0.040906332433223724,True,0,
A0_seed_14016,A0,14016,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14016/generated_crystals.extxyz,8dc5a124cee36a581b7ec9d4653ef194e8f51ce925068ca8942297869f417834,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14016/relaxed_structure.extxyz,350088d336bceef10fb9b774c4377035699f109d525e0893dd43fe7e1d1127e1,6,1,2885531,2885531,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:21+08:00,2026-07-24T18:03:24+08:00,2.709232665016316,58,-153.62130737304688,-8.534517076280382,0.04824037104845047,True,0,
A0_seed_14017,A0,14017,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14017/generated_crystals.extxyz,8da8916d128164addc87a598aa55e00e17edb3c5dec740309e12545478b324a7,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14017/relaxed_structure.extxyz,53d6cff3a3ab92545ce4dff2481213aac191b7e28e3c26d87aed97434d0822e9,7,1,2885533,2885533,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:21+08:00,2026-07-24T18:03:22+08:00,0.9091131780296564,9,-27.283355712890625,-6.820838928222656,0.03006494790315628,True,0,
A0_seed_14018,A0,14018,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14018/generated_crystals.extxyz,1987e9821577beae398cc566e1c7616c1d4065a57016d8a88100ec275b425fa5,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14018/relaxed_structure.extxyz,df3948da21a84e7bb7233f0bf0d584901ab0689cede6e7217c151b7dce7de3d2,5,0,2885528,2885528,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:21+08:00,2026-07-24T18:03:22+08:00,0.7693360670236871,7,-104.28441619873047,-10.428441619873047,0.04270422086119652,True,0,
A0_seed_14019,A0,14019,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14019/generated_crystals.extxyz,b87a1ac4ec91e410a7e4bcaafed677fcbf0c06e9d30596a9d3a926d9a0121517,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14019/relaxed_structure.extxyz,a1edf825d4e42fa7a6fd8d27fbcbcb774d454202c9df53158e5f21383a8e3a0e,3,1,2885525,2885525,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:21+08:00,2026-07-24T18:03:22+08:00,0.950784410990309,28,-73.54415893554688,-8.171573215060764,0.01936689205467701,True,0,
A0_seed_14020,A0,14020,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14020/generated_crystals.extxyz,14529d66f916fa077277c324b86930d2e57d97c136bf8e753b21faefda56d75c,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14020/relaxed_structure.extxyz,08630d0fd70666aba700f3c865430c6028acabeed503ee7c1ca805ba1895ff4e,4,1,2885527,2885527,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:21+08:00,2026-07-24T18:03:22+08:00,0.9109667880111374,31,-22.077505111694336,-5.519376277923584,0.047176048159599304,True,0,
A0_seed_14021,A0,14021,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14021/generated_crystals.extxyz,f2a65f27d916f1713960155175357e7484b6e97acee29e0acc48a10087ddabee,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14021/relaxed_structure.extxyz,c3cafc29eddf175ec89296318ab4ae7b9f2fc6c6fae7f77ef72f23572c763c57,2,0,2885522,2885522,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:22+08:00,2026-07-24T18:03:23+08:00,1.285401338012889,49,-73.44239807128906,-8.160266452365452,0.03699280321598053,True,0,
A0_seed_14022,A0,14022,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14022/generated_crystals.extxyz,83e4975337ef724543f82cac2eae725402d28d15b4a61ac86b9d664034bcd03e,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14022/relaxed_structure.extxyz,08594fd9e3366329c9fd02e73a5ed7efa8207cea1d58e4eeff0b8c32000b4802,1,1,2885521,2885521,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:22+08:00,2026-07-24T18:03:23+08:00,1.535274005960673,40,-44.43824005126953,-7.406373341878255,0.03901376202702522,True,0,
A0_seed_14023,A0,14023,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14023/generated_crystals.extxyz,1b69cb2e45d557747e85a4bc42f8b9ec812fb0ad583c513ba028ad391102449e,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14023/relaxed_structure.extxyz,79210cc271d68c67f4f215f92bc6300e8a8a3af5cd284934f4286af0b54f3637,7,0,2885532,2885532,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:22+08:00,2026-07-24T18:03:22+08:00,0.6604223540052772,20,-79.63353729248047,-7.239412481134588,0.041685376316308975,True,0,
A0_seed_14024,A0,14024,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14024/generated_crystals.extxyz,ea4b4dc3de1fdb8b6f1999ec3149b978a350a8ebe862b9888503de312b253d9d,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14024/relaxed_structure.extxyz,c3785d45cf1ea57fb58891519747119f747d7747e3ea18a837b651c176fdb119,5,0,2885528,2885528,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:22+08:00,2026-07-24T18:03:24+08:00,1.7300996099947952,56,-87.05810546875,-7.254842122395833,0.044808611273765564,True,0,
A0_seed_14025,A0,14025,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14025/generated_crystals.extxyz,db1d218e02e64ea647d410f98a393d9637a41558466eda86c508d13df149b193,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14025/relaxed_structure.extxyz,cb2c389b80af91c58318c3f432eac5a749f77a5f9603a1da5d3b2367a2d37014,3,0,2885524,2885524,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:22+08:00,2026-07-24T18:03:22+08:00,0.21014370798366144,3,-32.433807373046875,-8.108451843261719,0.009794166311621666,True,0,
A0_seed_14026,A0,14026,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14026/generated_crystals.extxyz,1211a19e2f5e05e3a9eedb13eb7e05f793439ec59c4b137258064f979a3fa87f,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14026/relaxed_structure.extxyz,caa0ea6259fb583fa5cd7201f665a1bbee9c5509765901aab8df80a8db2a4845,7,1,2885533,2885533,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:22+08:00,2026-07-24T18:03:23+08:00,1.0451924999943003,27,-68.53529357910156,-6.853529357910157,0.04235682263970375,True,0,
A0_seed_14027,A0,14027,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14027/generated_crystals.extxyz,76e7c285cfcc53e5844f445c0ffb5e49de66afb43a5b21106a4fbf815b3f6870,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14027/relaxed_structure.extxyz,68a017d416090ff88a8ce7a2a405129ee3c8e084d7a12846f3b3634277685e5b,0,1,2885519,2885519,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:22+08:00,2026-07-24T18:03:24+08:00,1.861223798012361,50,-94.07466888427734,-7.839555740356445,0.048383381217718124,True,0,
A0_seed_14028,A0,14028,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14028/generated_crystals.extxyz,a6a213e50c124443641673040bb7253b3ba452c3656cfd44bf8ba8944cad555e,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14028/relaxed_structure.extxyz,e4af20a97d4b7695cc23e4ad45edabc99f4d266f6d5605fcd2c7d5a4d9de43f8,4,0,2885526,2885526,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:22+08:00,2026-07-24T18:03:22+08:00,0.3521279609994963,4,-28.134498596191406,-7.033624649047852,0.006333038676530123,True,0,
A0_seed_14029,A0,14029,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14029/generated_crystals.extxyz,b11663f18c52bbfd332c00c097fcdf81c9c0dad8c02d006fdca086a0cb8a3b22,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14029/relaxed_structure.extxyz,eddf16489b7e0a298997ead23488192ef1b271580cce739c0e18148b5e66014d,3,1,2885525,2885525,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:22+08:00,2026-07-24T18:03:23+08:00,0.5768194560077973,12,-62.22523880004883,-7.7781548500061035,0.04250243678689003,True,0,
A0_seed_14030,A0,14030,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14030/generated_crystals.extxyz,022fec51b63a28d37f0505bd835628d9d997bd9cbd7a22a73b9b65c28efa3d30,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14030/relaxed_structure.extxyz,a654d53c383e01f5698ef89ba77eee165e673216ab7d583b39df87061e827d10,3,0,2885524,2885524,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:22+08:00,2026-07-24T18:03:23+08:00,0.8608730889973231,22,-34.785701751708984,-8.696425437927246,0.02595408260822296,True,0,
A0_seed_14031,A0,14031,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/A0/14031/generated_crystals.extxyz,6bbf1a17ca9cdf8498dfdf1ea698a8ca4073719afd051f86f95d46d26882b6d3,/data/dxl/results/budget_aware_gating/development/relaxed/A0/14031/relaxed_structure.extxyz,0a726376c6e9a0308c597b6e605104bbba843ea2ac210950c61fd26115569b14,4,1,2885527,2885527,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:22+08:00,2026-07-24T18:03:23+08:00,0.7190033079823479,25,-55.926448822021484,-6.9908061027526855,0.045178160071372986,True,0,
G1_seed_14000,G1,14000,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/G1/14000/generated_crystals.extxyz,fd2da93dbde0ca0f42b7af1d4dd816a9d4b5d393b23c4b84856d13e737bfa2c8,/data/dxl/results/budget_aware_gating/development/relaxed/G1/14000/relaxed_structure.extxyz,6b2e2af04db121dec55eef15d385e08984aadf85ae13051ca13555f6a37e7188,2,1,2885523,2885523,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:22+08:00,2026-07-24T18:03:25+08:00,2.582016210013535,82,-185.96046447753906,-9.298023223876953,0.049118898808956146,True,0,
G1_seed_14001,G1,14001,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/G1/14001/generated_crystals.extxyz,3d0a4a2b81135376faeea22e0031bf9571dd73bc51ea857a9d0e697aff62e831,/data/dxl/results/budget_aware_gating/development/relaxed/G1/14001/relaxed_structure.extxyz,c45779717519318c968f0b3a0fe2acd7475151db4abba0c8646286ece6330b2a,7,0,2885532,2885532,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:22+08:00,2026-07-24T18:03:23+08:00,0.8419019849970937,21,-59.239009857177734,-7.404876232147217,0.039592184126377106,True,0,
G1_seed_14002,G1,14002,success,1,0,/data/dxl/results/budget_aware_gating/development/generation/G1/14002/generated_crystals.extxyz,7ee1c40e2cbc2a8f5da8fe129a0d509fdefc47d4944e19ab4afc559c9f397e1d,/data/dxl/results/budget_aware_gating/development/relaxed/G1/14002/relaxed_structure.extxyz,0928c90d3492fa07f7893ba0f5ab655b6050ec049091fcb6a2ff0884bbc1cc2a,4,0,2885526,2885526,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,7f03d6f264731b26559d01cd047ccf8b1684febd703579905a09011620723f15,2026-07-24T18:03:22+08:00,2026-07-24T18:03:23+08:00,0.7230317019857466,25,-64.12274932861328,-8.01534366607666,0.04492330551147461,True,0,
