comparison,source_method,seed,field,sampling_progress,forward_diffusion_t,stage,rms_diff,relative_l2_diff,cosine_to_c0,c0_rms,candidate_rms
TCL_vs_C0,C0,84005,cell,0.15,0.85,early_0_30,0.08262770177996386,0.1783830698643388,0.9840258143286498,0.46320372131056287,0.4505777468365813
TCL_vs_C0,C0,84006,atomic_numbers,0.15,0.85,early_0_30,3.151334600497776,0.22424310868286532,0.9760999524499495,14.053206000432928,12.94044571683332
TCL_vs_C0,C0,84006,pos,0.15,0.85,early_0_30,0.0036126651504730985,2.1568939706717423,0.6726286332784004,0.0016749386847921743,0.004520014708829619
TCL_vs_C0,C0,84006,cell,0.15,0.85,early_0_30,0.024940872105468147,0.03100592959194323,0.9995685574358717,0.8043903999559148,0.8120335314108355
TCL_vs_C0,C0,84007,atomic_numbers,0.15,0.85,early_0_30,2.059784658344899,0.19981302960304279,0.979907913782206,10.308560269752958,10.225471214915666
TCL_vs_C0,C0,84007,pos,0.15,0.85,early_0_30,0.0032646013649548678,2.6678280592166317,0.03798396698699473,0.0012236925665717261,0.0030734195857513988
TCL_vs_C0,C0,84007,cell,0.15,0.85,early_0_30,0.03860948846642901,0.08639128334824073,0.9980049680678352,0.44691416737954104,0.41966837486723535
TCL_vs_C0,TCL,84000,atomic_numbers,0.15,0.85,early_0_30,2.1214865983447044,0.1964852313194284,0.9817814754967888,10.797180959090898,11.140472915196408
TCL_vs_C0,TCL,84000,pos,0.15,0.85,early_0_30,0.005202354339036084,2.2195960036262252,0.2677995030607573,0.0023438293863103157,0.0053143523600350405
TCL_vs_C0,TCL,84000,cell,0.15,0.85,early_0_30,0.045649225589079176,0.03367385659210306,0.9994747911238636,1.355628080918551,1.3673248455880445
TCL_vs_C0,TCL,84001,atomic_numbers,0.15,0.85,early_0_30,3.490850147179442,0.27923664761111433,0.9602568782699971,12.501404013562928,11.902707165515078
TCL_vs_C0,TCL,84001,pos,0.15,0.85,early_0_30,0.0037410412994087028,1.5427642997713211,0.27523584351965813,0.002424894911013448,0.0035932890556700245
TCL_vs_C0,TCL,84001,cell,0.15,0.85,early_0_30,0.05724022436858264,0.06732183274145127,0.9982224701467269,0.8502475651311077,0.8221147973392585
TCL_vs_C0,TCL,84002,atomic_numbers,0.15,0.85,early_0_30,3.6841089955996265,0.28262458991782063,0.9647861730932011,13.035344860370655,11.228626026154855
TCL_vs_C0,TCL,84002,pos,0.15,0.85,early_0_30,0.005851435788580749,3.7390444317398743,-0.18366708587013986,0.0015649548689256748,0.005358172319187832
TCL_vs_C0,TCL,84002,cell,0.15,0.85,early_0_30,0.07111321650199305,0.0797544329432712,0.9970223596507121,0.8916522113896217,0.8708469716444434
TCL_vs_C0,TCL,84003,atomic_numbers,0.15,0.85,early_0_30,1.7226475051266903,0.17062292499832454,0.986179292108096,10.096225376183218,10.368260216092848
TCL_vs_C0,TCL,84003,pos,0.15,0.85,early_0_30,0.0033292518472882687,3.1395574072611048,0.1394116312216258,0.0010604207585401821,0.003307151505763974
TCL_vs_C0,TCL,84003,cell,0.15,0.85,early_0_30,0.039875940136420054,0.05875803334121352,0.9984515389388415,0.6786466099853385,0.6904360274140882
TCL_vs_C0,TCL,84004,atomic_numbers,0.15,0.85,early_0_30,2.610598362073168,0.24803871669926147,0.9687526018149899,10.524963186446534,10.173006011726255
TCL_vs_C0,TCL,84004,pos,0.15,0.85,early_0_30,0.004178276039080559,2.4072269844118366,0.28635542985388696,0.0017357216690147095,0.004330087338379932
TCL_vs_C0,TCL,84004,cell,0.15,0.85,early_0_30,0.06948978422779295,0.10844271625788417,0.9941179829626902,0.6407971565609027,0.6334956345821824
TCL_vs_C0,TCL,84005,atomic_numbers,0.15,0.85,early_0_30,0.8244284842945818,0.08527052378344888,0.997165837587085,9.668387711423964,10.029020847703702
TCL_vs_C0,TCL,84005,pos,0.15,0.85,early_0_30,0.0055110353969942205,0.7672127322961099,0.6952457415361393,0.007183190743590535,0.0069212944015150215
TCL_vs_C0,TCL,84005,cell,0.15,0.85,early_0_30,0.0885250905235298,0.08295424886065994,0.9965938166206754,1.067155591659052,1.0731038597123714
TCL_vs_C0,TCL,84006,atomic_numbers,0.15,0.85,early_0_30,1.9414145687206934,0.15699432685374504,0.9876770012721425,12.366144736741372,12.366756251927942
TCL_vs_C0,TCL,84006,pos,0.15,0.85,early_0_30,0.004587017973141792,3.646526608849057,0.4554935759908722,0.0012579143017935031,0.005021194256054615
TCL_vs_C0,TCL,84006,cell,0.15,0.85,early_0_30,0.035621773709998056,0.03837832528132352,0.999273922934538,0.9281742610934899,0.9317809101528534
TCL_vs_C0,TCL,84007,atomic_numbers,0.15,0.85,early_0_30,2.2607089648585914,0.21410116910045252,0.9776587072997959,10.559068754070678,10.752837690766269
TCL_vs_C0,TCL,84007,pos,0.15,0.85,early_0_30,0.002924461637448986,2.001264555966615,0.6435706563611366,0.0014613068665659072,0.003642585276253408
TCL_vs_C0,TCL,84007,cell,0.15,0.85,early_0_30,0.01651036229295467,0.03861869669156134,0.999281087072002,0.4275225138957729,0.4303595524196303
TCL_vs_C0,GBSA-TCL,84000,atomic_numbers,0.15,0.85,early_0_30,2.1428084467143016,0.2082545016706007,0.9787202478660472,10.289373960826135,10.436127512117547
TCL_vs_C0,GBSA-TCL,84000,pos,0.15,0.85,early_0_30,0.004755598331378127,4.105755883125382,-0.03973541551394892,0.0011582759586178984,0.004566591877832327
TCL_vs_C0,GBSA-TCL,84000,cell,0.15,0.85,early_0_30,0.0660965887219014,0.15731945877461145,0.9890134133358667,0.42014248737402987,0.39291311504214443
TCL_vs_C0,GBSA-TCL,84001,atomic_numbers,0.15,0.85,early_0_30,2.225234570717769,0.2005564082560681,0.9808468155422525,11.095305256347705,11.412977282563851
TCL_vs_C0,GBSA-TCL,84001,pos,0.15,0.85,early_0_30,0.003795428067954962,1.9665585126185103,0.11021589097241268,0.0019299848154028618,0.0034877234693948623
TCL_vs_C0,GBSA-TCL,84001,cell,0.15,0.85,early_0_30,0.06253509324456707,0.058816399003673726,0.9983217535346769,1.0632254660925615,1.0505104313903477
TCL_vs_C0,GBSA-TCL,84002,atomic_numbers,0.15,0.85,early_0_30,4.341509430556311,0.31325971216251464,0.9588468110582057,13.859137520703584,11.454410878650737
TCL_vs_C0,GBSA-TCL,84002,pos,0.15,0.85,early_0_30,0.0038960122270344697,4.263551093746063,0.08812397897112735,0.0009137951302493566,0.0038687160613571393
TCL_vs_C0,GBSA-TCL,84002,cell,0.15,0.85,early_0_30,0.0579417911492539,0.06526052123461504,0.9978999025765372,0.887853637284785,0.8930446290682966
TCL_vs_C0,GBSA-TCL,84003,atomic_numbers,0.15,0.85,early_0_30,2.202544522032128,0.214058012008682,0.9768437436653046,10.289474808085176,10.119873158178823
TCL_vs_C0,GBSA-TCL,84003,pos,0.15,0.85,early_0_30,0.00517836979416316,2.96734661683553,0.13286035949501615,0.0017451179328977528,0.005112823579702195
TCL_vs_C0,GBSA-TCL,84003,cell,0.15,0.85,early_0_30,0.02704325209637875,0.024068758141507253,0.9997978668991508,1.123583191844946,1.1084890825391087
TCL_vs_C0,GBSA-TCL,84004,atomic_numbers,0.15,0.85,early_0_30,4.761677385988843,0.32454286945715666,0.9505549077861404,14.671951948762313,12.56369214434158
TCL_vs_C0,GBSA-TCL,84004,pos,0.15,0.85,early_0_30,0.00468703839864637,2.1601107523834346,0.0849416371926995,0.0021698139289732074,0.004342937819157945
TCL_vs_C0,GBSA-TCL,84004,cell,0.15,0.85,early_0_30,0.0786774464043594,0.05198633048455343,0.9988372130126244,1.5134256576877771,1.4822276300884387
TCL_vs_C0,GBSA-TCL,84005,atomic_numbers,0.15,0.85,early_0_30,0.7808976379237167,0.0815233731867198,0.9972346658563066,9.578819023289942,9.873333629815773
TCL_vs_C0,GBSA-TCL,84005,pos,0.15,0.85,early_0_30,0.0051603525462396655,0.7524885226740436,0.6741815228296048,0.006857715952798634,0.0056114207121542616
TCL_vs_C0,GBSA-TCL,84005,cell,0.15,0.85,early_0_30,0.16595346800472185,0.15303812880678302,0.9920875415286146,1.0843929502970138,0.9809152858406449
TCL_vs_C0,GBSA-TCL,84006,atomic_numbers,0.15,0.85,early_0_30,2.0838015988862093,0.2020046566224049,0.9795771060948173,10.315611697909189,10.305279959750894
TCL_vs_C0,GBSA-TCL,84006,pos,0.15,0.85,early_0_30,0.0036723089429678587,2.9543662008670526,0.2250917014683248,0.0012430107485964684,0.0037466430714084573
TCL_vs_C0,GBSA-TCL,84006,cell,0.15,0.85,early_0_30,0.04934960478004205,0.05386635074068236,0.9987095819442461,0.9161490262745965,0.8985165698992548
TCL_vs_C0,GBSA-TCL,84007,atomic_numbers,0.15,0.85,early_0_30,2.1834504697150328,0.2114112514257851,0.9820435021859634,10.327976656821987,11.127973575913568
TCL_vs_C0,GBSA-TCL,84007,pos,0.15,0.85,early_0_30,0.0027621022622945513,2.3123759409506714,0.6780025864246241,0.001194486680725015,0.0034286991298422553
TCL_vs_C0,GBSA-TCL,84007,cell,0.15,0.85,early_0_30,0.03063861775503392,0.040990929000644785,0.999495107786669,0.7474487283406527,0.76642906806513
TCL_vs_C0,C0,84000,atomic_numbers,0.25,0.75,early_0_30,3.600781111846292,0.2820271261029461,0.9604028252105917,12.767499217546634,11.70353584575943
TCL_vs_C0,C0,84000,pos,0.25,0.75,early_0_30,0.005852980940917397,4.270708293715003,0.40317958943469256,0.0013704941987096023,0.00626958676393539
TCL_vs_C0,C0,84000,cell,0.25,0.75,early_0_30,0.033340802325456304,0.05090955330514177,0.9989020753690833,0.6549026687705969,0.6672347590231886
TCL_vs_C0,C0,84001,atomic_numbers,0.25,0.75,early_0_30,2.6341423923678304,0.23021415360795858,0.9779449669335243,11.44213920423686,10.081907111124398
TCL_vs_C0,C0,84001,pos,0.25,0.75,early_0_30,0.004665049727679608,3.093068210209916,0.21937060985962542,0.00150822723930909,0.004757756750042613
TCL_vs_C0,C0,84001,cell,0.25,0.75,early_0_30,0.07059591218652529,0.06330234189486317,0.9980036724350517,1.1152180167958996,1.1177905727403006
TCL_vs_C0,C0,84002,atomic_numbers,0.25,0.75,early_0_30,2.4049946767108,0.18285592846848023,0.986733251687508,13.152401985836404,11.87132703903157
TCL_vs_C0,C0,84002,pos,0.25,0.75,early_0_30,0.006228543657082971,3.3236649209418965,0.19628363840272406,0.001873998674727372,0.006319153438714471
TCL_vs_C0,C0,84002,cell,0.25,0.75,early_0_30,0.097896893918857,0.1090765757554351,0.9940478646405229,0.8975061166052325,0.8969852904462984
TCL_vs_C0,C0,84003,atomic_numbers,0.25,0.75,early_0_30,3.205574285119094,0.2601048637714476,0.9692167158143831,12.324161258037108,10.911052437587905
TCL_vs_C0,C0,84003,pos,0.25,0.75,early_0_30,0.0031458256068128635,2.0814396733255123,0.048507978846758074,0.0015113700613704477,0.002833268969718897
TCL_vs_C0,C0,84003,cell,0.25,0.75,early_0_30,0.040329014521697154,0.048878466059047325,0.9989678804718414,0.825087564592922,0.8093402162070069
TCL_vs_C0,C0,84004,atomic_numbers,0.25,0.75,early_0_30,4.72897732661775,0.3383249750558713,0.9571050491679224,13.977618193385815,10.936408135814343
TCL_vs_C0,C0,84004,pos,0.25,0.75,early_0_30,0.005266236811260631,3.323418585603774,0.13528891276936572,0.0015845842693642817,0.005241135102469569
TCL_vs_C0,C0,84004,cell,0.25,0.75,early_0_30,0.08906356397944598,0.07182379643034227,0.9976258193585049,1.2400286312604425,1.2117948897256303
TCL_vs_C0,C0,84005,atomic_numbers,0.25,0.75,early_0_30,2.9859659155465486,0.2458582424595543,0.9693459037759282,12.14507142683152,11.665680392408198
TCL_vs_C0,C0,84005,pos,0.25,0.75,early_0_30,0.005841182246052182,4.189054720961885,0.2908885224174799,0.0013943914880899283,0.006092404536081095
TCL_vs_C0,C0,84005,cell,0.25,0.75,early_0_30,0.08661118744307818,0.14961984688479482,0.9941079338073544,0.5788749904935244,0.5157623571564963
TCL_vs_C0,C0,84006,atomic_numbers,0.25,0.75,early_0_30,3.257987273902281,0.2018799042067074,0.9830205832352711,16.13824459994981,14.505834728146771
TCL_vs_C0,C0,84006,pos,0.25,0.75,early_0_30,0.005864153227241068,1.7027268023742232,0.108630704765741,0.003443977753251018,0.00513513815320294
TCL_vs_C0,C0,84006,cell,0.25,0.75,early_0_30,0.0497241496482143,0.05576694828091804,0.9985025473078394,0.8916419345332649,0.8999632498015022
TCL_vs_C0,C0,84007,atomic_numbers,0.25,0.75,early_0_30,3.0525292363226195,0.23854870481065402,0.9745260761959048,12.796251561061869,11.430192101884128
TCL_vs_C0,C0,84007,pos,0.25,0.75,early_0_30,0.008783839582282777,4.205818141626051,0.14852082467213162,0.002088497240369688,0.008847762976312547
TCL_vs_C0,C0,84007,cell,0.25,0.75,early_0_30,0.06886460295960055,0.046607572153315714,0.9995191171676435,1.4775410899557324,1.4254186883098683
TCL_vs_C0,TCL,84000,atomic_numbers,0.25,0.75,early_0_30,2.498074003638163,0.23021576928482324,0.9731419605895539,10.85101168959257,10.5363630391604
TCL_vs_C0,TCL,84000,pos,0.25,0.75,early_0_30,0.0033489486962859204,2.67695650490559,0.44576489074082615,0.0012510284310368466,0.0037138291527013196
TCL_vs_C0,TCL,84000,cell,0.25,0.75,early_0_30,0.05718549588842489,0.03876682906630371,0.9995172335205014,1.4751140927884339,1.5086032063629726
