method,seed,pool_id,candidate_seed,energy_ev,energy_per_atom_ev,maximum_force_ev_ang,pre_relax_max_force_ev_ang,converged,relax_elapsed_seconds,steps,formula,chemical_system,pre_relax_minimum_distance_angstrom,pre_relax_short_bond,pre_relax_abnormal_cell,energy_above_hull_per_atom,rmsd_from_relaxation,novel_unique_stable,stable,comp_validity,structure_comp_validity,structure_validity,novel,novel_unique,unique,is_unique,is_novel,is_explored,energy_above_hull,self_consistent_energy_above_hull
A0_E3G,29,29,41029,-84.88807678222656,-7.07400639851888,0.046111829578876495,0.24778676485490858,True,1.568077572970651,64,Li4Eu2MnO5,Eu-Li-Mn-O,1.8872537668676708,False,False,0.15943660871608323,0.09429328168023826,False,False,True,True,True,True,True,True,True,True,False,0.15943660871608323,0.15943660871608323
A0_E3G,30,30,41030,-85.95295715332031,-7.162746429443359,0.022549573332071304,0.079958488802233,True,0.3735489200334996,12,Fe2CoNi2Rh,Co-Fe-Ni-Rh,2.4689577210603932,False,False,0.07752592186075802,0.01312085436496985,True,True,True,True,True,True,True,True,True,True,False,0.07752592186075802,0.07752592186075802
A0_E3G,31,31,41031,-45.295066833496094,-7.549177805582683,0.01338881440460682,0.024888314252881284,True,0.5507745579816401,20,FeCo2,Co-Fe,2.434476032692605,False,False,0.06462245951438916,0.0009922762419754053,False,True,True,True,True,False,False,True,True,False,True,0.06462245951438916,0.01840842302722656
A0_E3G,32,32,41032,-74.53398895263672,-9.31674861907959,0.003834981005638838,0.004438882575379295,True,0.18786344898398966,6,SrEu3O4,Eu-O-Sr,2.556334245572804,False,False,0.05619464693981335,0.0006416617199972338,False,True,True,True,True,False,False,True,True,False,True,0.05619464693981335,0.05619464693981335
A0_E3G,33,33,41033,-26.034095764160156,-6.508523941040039,0.0036818997468799353,0.004124978134248987,True,0.18334151396993548,6,Eu2AlHg,Al-Eu-Hg,3.382675305782885,False,False,0.09484608689763618,0.0013794921849305981,False,True,True,True,True,False,False,True,True,False,True,0.09484608689763618,0.09484608689763618
A0_E3G,34,34,41034,-37.55757522583008,-6.25959587097168,0.02847113274037838,0.15210521711308583,True,0.390398881980218,16,EuMg(CoGe)2,Co-Eu-Ge-Mg,2.435238499838918,False,False,0.06486821736138015,0.025635100706725995,True,True,True,True,True,True,True,True,True,True,False,0.06486821736138015,0.06486821736138015
A0_E3G,35,35,41035,-45.2585334777832,-7.543088912963867,0.018435005098581314,0.028355940871219436,True,0.056532691000029445,2,TiInFe4,Fe-In-Ti,2.4251226648535145,False,False,0.027035851359370255,0.001912010530502574,False,True,True,True,True,False,False,True,True,False,True,0.027035851359370255,0.027035851359370255
A0_E3G,36,36,41036,-34.650917053222656,-5.775152842203776,0.04363875463604927,0.6452858196038233,True,0.6691137440502644,24,FeH,Fe-H,1.6203185727754978,False,False,0.17467727231821595,0.05319778088698716,False,False,True,True,True,True,True,True,True,True,True,0.17467727231821595,0.17467727231821595
A0_E3G,37,37,41037,-73.39713287353516,-6.116427739461263,0.0380314439535141,0.07315510904680923,True,0.9465158570092171,34,LiEuGe,Eu-Ge-Li,2.6960525908773283,False,False,0.004433481746697332,0.01289113302518162,True,True,True,True,True,True,True,True,True,True,True,0.004433481746697332,0.004433481746697332
A0_E3G,38,38,41038,-52.99482727050781,-8.832471211751303,0.024149902164936066,0.03964052807981318,True,0.36549879191443324,13,LiEu5,Eu-Li,3.3454654159337895,False,False,0.07597642722400089,0.004290565399906411,True,True,True,True,True,True,True,True,True,True,True,0.07597642722400089,0.07597642722400089
A0_E3G,39,39,41039,-35.397735595703125,-8.849433898925781,0.00910226907581091,0.014067538840609248,True,0.22304040810558945,9,PrEu3,Eu-Pr,3.771085596511219,False,False,0.07808884682023454,0.0009975437123274646,False,True,True,True,True,False,False,True,True,False,True,0.07808884682023454,0.07808884682023454
A0_E3G,40,40,41040,-73.81825256347656,-9.22728157043457,0.006171227432787418,0.015161007306540493,True,0.13925470609683543,6,Eu3Y,Eu-Y,3.7988820226970708,False,False,0.12624061477182913,0.003674137531363933,False,False,True,True,True,False,False,True,True,False,True,0.12624061477182913,0.12624061477182913
A0_E3G,41,41,41041,-54.718318939208984,-6.839789867401123,0.031213324517011642,0.2101917553979379,True,1.505144338007085,53,FeCo2Ge,Co-Fe-Ge,2.4327092771214667,False,False,0.17595669631955602,0.034773115317987525,False,False,True,True,True,False,False,True,True,False,True,0.17595669631955602,0.1443803991770558
A0_E3G,42,42,41042,-73.27226257324219,-7.327226257324218,0.01343902200460434,0.633858761089785,True,0.6967126030940562,30,Eu3Mn2CuGe4,Cu-Eu-Ge-Mn,2.2714173380630283,False,False,0.36848445209238534,0.07640075496314207,False,False,True,True,True,True,True,True,True,True,False,0.36848445209238534,0.36848445209238534
A0_E3G,43,43,41043,-27.996122360229492,-6.999030590057373,0.04547824338078499,0.0878743839966352,True,0.41363133990671486,18,NaEu2Y,Eu-Na-Y,3.722447815574439,False,False,0.1085301751749368,0.023275626208265364,False,False,True,True,True,False,False,True,True,False,True,0.1085301751749368,0.1085301751749368
A0_E3G,44,44,41044,-23.767406463623047,-5.941851615905762,0.008149460889399052,0.00859038471110889,True,0.06813484895974398,3,SrEu,Eu-Sr,4.0446191179281294,False,False,0.05831184700308256,0.0038621557143960305,False,True,True,True,True,False,False,True,True,False,True,0.05831184700308256,0.05831184700308256
A0_E3G,45,45,41045,-24.11852264404297,-6.029630661010742,0.044959064573049545,0.07460257880572152,True,0.23025651497300714,8,LiEu,Eu-Li,2.879854489580322,False,False,0.08261656001343098,0.01978387419340445,True,True,True,True,True,True,True,True,True,True,True,0.08261656001343098,0.08261656001343098
