method,baseline,seed,time_per_sample,baseline_time_per_sample,paired_time_delta,paired_speedup,logical_score_calls,second_forward_calls,adapter_calls,fallback_calls,adapter_acceptance_overall,second_forward_avoidance,forward_reduction,peak_allocated_bytes
V1_Fallback50,C0,66026,89.5796053740196,120.56110861594789,-30.981503241928294,1.3458544287237253,1381.0,381.0,1000.0,381.0,0.619,0.619,0.3095,286843904.0
V1_Fallback50,C0,66027,79.75705521600321,112.24451120593585,-32.48745598993264,1.4073301841692627,1273.0,273.0,1000.0,273.0,0.727,0.727,0.3635,259704320.0
V1_Fallback50,C0,66028,92.48845618218184,116.91825921810232,-24.429803035920486,1.2641389427865373,1485.0,485.0,1000.0,485.0,0.515,0.515,0.2575,309198336.0
V1_Fallback50,C0,66029,117.87039452511817,120.56383990496397,-2.693445379845798,1.0228509066309421,1871.0,871.0,1000.0,871.0,0.129,0.129,0.0645,341662720.0
V1_Fallback50,C0,66030,109.58879048097879,112.89896325091831,-3.310172769939527,1.0302053956012414,1780.0,780.0,1000.0,780.0,0.22,0.22,0.11,358940672.0
V1_Fallback50,C0,66031,109.14166904008016,113.74482324393466,-4.603154203854501,1.0421759557494406,1824.0,824.0,1000.0,824.0,0.176,0.176,0.088,358939136.0
V1_Fallback50,C0,66032,87.91727443807758,114.11649756901897,-26.19922313094139,1.297998582171632,1449.0,449.0,1000.0,449.0,0.551,0.551,0.2755,289772544.0
V1_Fallback50,C0,66033,85.03301723115146,113.63316969503649,-28.600152463885024,1.3363417340130264,1250.0,250.0,1000.0,250.0,0.75,0.75,0.375,264954368.0
V1_Fallback50,C0,66034,116.82062481204048,119.36960028414614,-2.548975472105667,1.0218195671886439,1820.0,820.0,1000.0,820.0,0.18,0.18,0.09,356177920.0
V1_Fallback50,C0,66035,98.04521571402438,117.66336385696195,-19.61814814293757,1.2000928653179697,1571.0,571.0,1000.0,571.0,0.429,0.429,0.2145,308201472.0
V1_Fallback50,C0,66036,84.2977141730953,112.7372489280533,-28.439534754958004,1.3373701770437192,1327.0,327.0,1000.0,327.0,0.673,0.673,0.3365,285879296.0
V1_Fallback50,C0,66037,96.60210350085981,115.29221038799733,-18.690106887137517,1.193475154368364,1530.0,530.0,1000.0,530.0,0.47,0.47,0.235,307868160.0
V1_Fallback50,C0,66038,103.26319140917622,115.33723401813768,-12.074042608961463,1.116924941445191,1719.0,719.0,1000.0,719.0,0.281,0.281,0.1405,345326080.0
V1_Fallback50,C0,66039,96.66971658519469,121.3349993340671,-24.665282748872414,1.2551500471932695,1554.0,554.0,1000.0,554.0,0.446,0.446,0.223,315842048.0
V1_Fallback50,C0,66040,89.50900080497377,121.93171400600113,-32.42271320102736,1.3622285234942062,1395.0,395.0,1000.0,395.0,0.605,0.605,0.3025,286839808.0
V1_Fallback50,C0,66041,90.11286796885543,112.75376548990607,-22.640897521050647,1.2512504377163507,1331.0,331.0,1000.0,331.0,0.669,0.669,0.3345,273027072.0
V1_Fallback50,C0,66042,83.80402171891183,119.22538653202355,-35.42136481311172,1.4226690329005807,1310.0,310.0,1000.0,310.0,0.69,0.69,0.345,264367104.0
V1_Fallback50,C0,66043,84.78399556688964,112.43037594202906,-27.646380375139415,1.326080178107766,1375.0,375.0,1000.0,375.0,0.625,0.625,0.3125,301764096.0
V1_Fallback50,C0,66044,94.56549185421318,122.67279801797122,-28.10730616375804,1.2972258232113851,1485.0,485.0,1000.0,485.0,0.515,0.515,0.2575,308204544.0
V1_Fallback50,C0,66045,87.83860648586415,123.42903996584937,-35.59043347998522,1.4051798509088687,1303.0,303.0,1000.0,303.0,0.697,0.697,0.3485,273393664.0
V1_Fallback50,C0,66046,99.85709799989127,116.08270560321398,-16.225607603322715,1.1624882750281846,1640.0,640.0,1000.0,640.0,0.36,0.36,0.18,315165184.0
V1_Fallback50,C0,66047,96.91201155190356,114.00065844296478,-17.088646891061217,1.1763315673404322,1506.0,506.0,1000.0,506.0,0.494,0.494,0.247,318227456.0
V1_Fallback50,C0,66048,95.64840138098225,114.8920367360115,-19.243635355029255,1.2011913955402025,1421.0,421.0,1000.0,421.0,0.579,0.579,0.2895,300048384.0
V1_Fallback50,C0,66049,93.6624501820188,122.40484711201862,-28.742396929999813,1.3068721443240414,1473.0,473.0,1000.0,473.0,0.527,0.527,0.2635,314870272.0
V1_Fallback50,C0,66050,81.3819806210231,117.13677397905849,-35.754793358035386,1.4393453327774992,1260.0,260.0,1000.0,260.0,0.74,0.74,0.37,257538560.0
V1_Fallback50,C0,66051,86.24747313698754,118.37653628294356,-32.129063145956025,1.3725217908114848,1290.0,290.0,1000.0,290.0,0.71,0.71,0.355,271735296.0
V1_Fallback50,C0,66052,116.64431368093938,114.1556729990989,2.4886406818404794,0.9786647063769629,1773.0,773.0,1000.0,773.0,0.227,0.227,0.1135,342876160.0
V1_Fallback50,C0,66053,107.03749351692386,113.71067651500925,-6.6731829980853945,1.0623443503656995,1724.0,724.0,1000.0,724.0,0.276,0.276,0.138,345132544.0
V1_Fallback50,C0,66054,83.87112565198913,115.20214254385792,-31.331016891868785,1.3735614211483487,1243.0,243.0,1000.0,243.0,0.757,0.757,0.3785,257327104.0
V1_Fallback50,C0,66055,86.28566262312233,112.87880615098402,-26.593143527861685,1.3081988678004937,1281.0,281.0,1000.0,281.0,0.719,0.719,0.3595,271539712.0
V1_Fallback50,C0,66056,88.82236159290187,113.6363853099756,-24.814023717073724,1.2793668539326104,1430.0,430.0,1000.0,430.0,0.57,0.57,0.285,303238144.0
V1_Fallback50,C0,66057,77.66584179503843,112.23058147309348,-34.56473967805505,1.445044293336471,1228.0,228.0,1000.0,228.0,0.772,0.772,0.386,257405440.0
V1_Fallback50,C0,66058,89.24447340215556,120.08294823300093,-30.83847483084537,1.345550527166879,1356.0,356.0,1000.0,356.0,0.644,0.644,0.322,281056768.0
V1_Fallback50,C0,66059,111.57334216800518,114.08153616008349,-2.5081939920783043,1.0224802263994344,1851.0,851.0,1000.0,851.0,0.149,0.149,0.0745,371176448.0
V1_Fallback50,C0,66060,107.56744038593024,113.30402637901716,-5.736585993086919,1.0533301338444534,1756.0,756.0,1000.0,756.0,0.244,0.244,0.122,344473600.0
V1_Fallback50,C0,66061,97.83832593192346,119.56012446596287,-21.721798534039408,1.222017275205154,1499.0,499.0,1000.0,499.0,0.501,0.501,0.2505,320738304.0
V1_Fallback50,C0,66062,95.86385868210346,115.39274645107798,-19.528887768974528,1.2037148101218704,1526.0,526.0,1000.0,526.0,0.474,0.474,0.237,318469632.0
V1_Fallback50,C0,66063,85.2403333100956,113.08290766295977,-27.842574352864176,1.32663615065389,1354.0,354.0,1000.0,354.0,0.646,0.646,0.323,287192064.0
V2_Frozen_Atomic75_Late30,C0,66000,98.35901819705032,113.53034981503151,-15.171331617981195,1.1542444393618008,1453.0,453.0,700.0,453.0,0.547,0.547,0.2735,315738112.0
V2_Frozen_Atomic75_Late30,C0,66001,88.15660817502066,113.53531802585348,-25.37870985083282,1.2878821040896618,1447.0,447.0,700.0,447.0,0.553,0.553,0.2765,287902720.0
V2_Frozen_Atomic75_Late30,C0,66002,92.9278593051713,113.80170294013806,-20.87384363496676,1.2246241739672266,1518.0,518.0,700.0,518.0,0.482,0.482,0.241,315405824.0
V2_Frozen_Atomic75_Late30,C0,66003,80.04199646203779,116.35810922994278,-36.316112767905,1.4537132302182012,1305.0,305.0,700.0,305.0,0.695,0.695,0.3475,271551488.0
V2_Frozen_Atomic75_Late30,C0,66004,86.3619782330934,111.7674417339731,-25.405463500879705,1.2941741727164893,1408.0,408.0,700.0,408.0,0.592,0.592,0.296,286475264.0
V2_Frozen_Atomic75_Late30,C0,66005,84.32296232809313,115.29348403005861,-30.97052170196548,1.3672845550831332,1335.0,335.0,700.0,335.0,0.665,0.665,0.3325,327553024.0
V2_Frozen_Atomic75_Late30,C0,66006,79.80433785612695,121.09141998481937,-41.28708212869242,1.5173538586727666,1302.0,302.0,700.0,302.0,0.698,0.698,0.349,260121088.0
V2_Frozen_Atomic75_Late30,C0,66007,81.66406206111424,121.63939989288338,-39.97533783176914,1.4895095446250657,1319.0,319.0,700.0,319.0,0.681,0.681,0.3405,301607936.0
V2_Frozen_Atomic75_Late30,C0,66008,80.56269731000066,113.77920385985635,-33.216506549855694,1.4123062863950604,1313.0,313.0,700.0,313.0,0.687,0.687,0.3435,302552576.0
V2_Frozen_Atomic75_Late30,C0,66009,80.78609641618095,113.46439719595946,-32.67830077977851,1.404504020239221,1319.0,319.0,700.0,319.0,0.681,0.681,0.3405,271781888.0
V2_Frozen_Atomic75_Late30,C0,66010,85.71459539304487,114.24613513797522,-28.531539744930342,1.332866761070256,1401.0,401.0,700.0,401.0,0.599,0.599,0.2995,315404288.0
V2_Frozen_Atomic75_Late30,C0,66011,98.84813554608263,113.48385279602371,-14.63571724994108,1.1480626535754734,1542.0,542.0,700.0,542.0,0.458,0.458,0.229,319152128.0
V2_Frozen_Atomic75_Late30,C0,66012,83.95371730416082,112.26147704012692,-28.3077597359661,1.3371829222690435,1333.0,333.0,700.0,333.0,0.667,0.667,0.3335,287326208.0
V2_Frozen_Atomic75_Late30,C0,66013,81.092334180139,120.95575421792455,-39.863420037785545,1.4915806215323966,1300.0,300.0,700.0,300.0,0.7,0.7,0.35,264397312.0
V2_Frozen_Atomic75_Late30,C0,66014,81.63817446213216,118.69934493000619,-37.061170467874035,1.4539686330818782,1304.0,304.0,700.0,304.0,0.696,0.696,0.348,257455104.0
V2_Frozen_Atomic75_Late30,C0,66015,84.7131489298772,116.60242051607929,-31.889271586202085,1.3764382742117045,1341.0,341.0,700.0,341.0,0.659,0.659,0.3295,301874688.0
V2_Frozen_Atomic75_Late30,C0,66016,80.52642958797514,112.97637639497407,-32.44994680699892,1.4029726261680004,1300.0,300.0,700.0,300.0,0.7,0.7,0.35,257203200.0
V2_Frozen_Atomic75_Late30,C0,66017,88.9669042211026,113.83111524605192,-24.864211024949327,1.279477084682594,1396.0,396.0,700.0,396.0,0.604,0.604,0.302,303078912.0
V2_Frozen_Atomic75_Late30,C0,66018,89.79144435701892,114.63432058296166,-24.842876225942746,1.2766730884422042,1468.0,468.0,700.0,468.0,0.532,0.532,0.266,287638016.0
V2_Frozen_Atomic75_Late30,C0,66019,84.840003504185,120.04203752917238,-35.20203402498737,1.4149225904175136,1359.0,359.0,700.0,359.0,0.641,0.641,0.3205,293987328.0
V2_Frozen_Atomic75_Late30,C0,66020,100.85733961919323,113.58641769713722,-12.729078077943996,1.1262087432209211,1685.0,685.0,700.0,685.0,0.315,0.315,0.1575,320785408.0
V2_Frozen_Atomic75_Late30,C0,66021,80.06903787096962,110.98498700815253,-30.915949137182906,1.3861161562476074,1318.0,318.0,700.0,318.0,0.682,0.682,0.341,271539712.0
V2_Frozen_Atomic75_Late30,C0,66022,82.70731683005579,120.95538690686226,-38.24807007680647,1.4624508633909297,1315.0,315.0,700.0,315.0,0.685,0.685,0.3425,301342208.0
V2_Frozen_Atomic75_Late30,C0,66023,95.56596699589863,114.04616314405575,-18.48019614815712,1.1933763318582882,1508.0,508.0,700.0,508.0,0.492,0.492,0.246,363802112.0
V2_Frozen_Atomic75_Late30,C0,66024,84.64105510013178,113.06825431413017,-28.427199213998392,1.3358559174430014,1357.0,357.0,700.0,357.0,0.643,0.643,0.3215,280045056.0
V2_Frozen_Atomic75_Late30,C0,66025,95.99351713107899,122.15741740702651,-26.163900275947526,1.2725590337545478,1569.0,569.0,700.0,569.0,0.431,0.431,0.2155,318106112.0
V2_Frozen_Atomic75_Late30,C0,66026,90.54166256799363,120.56110861594789,-30.01944604795426,1.3315539520318693,1451.0,451.0,700.0,451.0,0.549,0.549,0.2745,287487488.0
V2_Frozen_Atomic75_Late30,C0,66027,81.91491559520364,112.24451120593585,-30.329595610732213,1.3702573016202693,1300.0,300.0,700.0,300.0,0.7,0.7,0.35,257203200.0
V2_Frozen_Atomic75_Late30,C0,66028,84.37718735286035,116.91825921810232,-32.541071865241975,1.3856619648763255,1346.0,346.0,700.0,346.0,0.654,0.654,0.327,307809280.0
V2_Frozen_Atomic75_Late30,C0,66029,104.9386016940698,120.56383990496397,-15.625238210894167,1.148898860463634,1640.0,640.0,700.0,640.0,0.36,0.36,0.18,342812160.0
V2_Frozen_Atomic75_Late30,C0,66030,86.80232074297965,112.89896325091831,-26.096642507938668,1.3006445252219745,1427.0,427.0,700.0,427.0,0.573,0.573,0.2865,358881792.0
V2_Frozen_Atomic75_Late30,C0,66031,102.71491882693954,113.74482324393466,-11.029904416995123,1.107383664836254,1689.0,689.0,700.0,689.0,0.311,0.311,0.1555,360225280.0
V2_Frozen_Atomic75_Late30,C0,66032,88.4400683559943,114.11649756901897,-25.676429213024676,1.290325750424235,1318.0,318.0,700.0,318.0,0.682,0.682,0.341,287265280.0
V2_Frozen_Atomic75_Late30,C0,66033,79.812701059971,113.63316969503649,-33.82046863506548,1.4237479522169396,1300.0,300.0,700.0,300.0,0.7,0.7,0.35,264367104.0
V2_Frozen_Atomic75_Late30,C0,66034,83.282602267107,119.36960028414614,-36.08699801703915,1.4333077621818253,1360.0,360.0,700.0,360.0,0.64,0.64,0.32,359221760.0
V2_Frozen_Atomic75_Late30,C0,66035,85.21401778794825,117.66336385696195,-32.4493460690137,1.3807982173750173,1319.0,319.0,700.0,319.0,0.681,0.681,0.3405,306604544.0
V2_Frozen_Atomic75_Late30,C0,66036,81.31935627618805,112.7372489280533,-31.41789265186526,1.386351959614135,1306.0,306.0,700.0,306.0,0.694,0.694,0.347,287113728.0
V2_Frozen_Atomic75_Late30,C0,66037,85.91004653507844,115.29221038799733,-29.382163852918893,1.3420108012736518,1361.0,361.0,700.0,361.0,0.639,0.639,0.3195,308750848.0
V2_Frozen_Atomic75_Late30,C0,66038,86.00198171613738,115.33723401813768,-29.3352523020003,1.3410997248740821,1374.0,374.0,700.0,374.0,0.626,0.626,0.313,343566336.0
V2_Frozen_Atomic75_Late30,C0,66039,97.51059443107806,121.3349993340671,-23.824404902989045,1.244326322098554,1570.0,570.0,700.0,570.0,0.43,0.43,0.215,315163648.0
V2_Frozen_Atomic75_Late30,C0,66040,96.25330164795741,121.93171400600113,-25.678412358043715,1.2667795485287505,1561.0,561.0,700.0,561.0,0.439,0.439,0.2195,287265280.0
