seed,gate_confidence,gate_on,c0_max_force,e3g_max_force,force_gain,spearman_rho,spearman_p
40046,0.094822104953827,False,0.3751889030519675,0.3751886197872714,2.832646960881924e-07,0.37542200732433045,5.440778131205153e-10
40047,0.9100079525728776,True,0.8999487647023761,0.8177339447724302,0.08221481992994584,0.37542200732433045,5.440778131205153e-10
40048,0.5782830142038112,True,0.0774403230939118,0.0548645592007508,0.022575763893161002,0.37542200732433045,5.440778131205153e-10
40049,0.9716134177156176,True,0.2870065809996485,0.1612122158654661,0.12579436513418238,0.37542200732433045,5.440778131205153e-10
40050,0.5951572302457512,True,0.2313089323903688,0.2057684013276178,0.025540531062750976,0.37542200732433045,5.440778131205153e-10
40051,0.9907698156328316,True,0.022948700755638,0.0209548810251105,0.0019938197305275004,0.37542200732433045,5.440778131205153e-10
40052,0.8608314755616938,True,0.3400654571234955,0.2519574861497501,0.0881079709737454,0.37542200732433045,5.440778131205153e-10
40053,0.4080979356808897,False,0.2088867177165284,0.208886543311588,1.7440494037845866e-07,0.37542200732433045,5.440778131205153e-10
40054,0.0781666630697276,False,0.0424253827911361,0.0424253931782116,-1.03870754983304e-08,0.37542200732433045,5.440778131205153e-10
40055,0.7227649876034862,True,0.229798215758171,0.2784937922126221,-0.048695576454451106,0.37542200732433045,5.440778131205153e-10
40056,0.4865050944627531,False,0.2845401282697279,0.2845411460434006,-1.0177736726735276e-06,0.37542200732433045,5.440778131205153e-10
40057,0.7959619887263636,True,0.2500186820059971,0.2325233563712172,0.017495325634779874,0.37542200732433045,5.440778131205153e-10
40058,0.6599709949321109,True,0.1300346014165267,0.1509232657376154,-0.020888664321088685,0.37542200732433045,5.440778131205153e-10
40059,0.9425079708623224,True,0.216624580996958,0.1948008580689842,0.0218237229279738,0.37542200732433045,5.440778131205153e-10
40060,0.0627153573417701,False,0.2218557424730206,0.2218564255534038,-6.830803832014176e-07,0.37542200732433045,5.440778131205153e-10
40061,0.7036253665669745,True,0.0123690477543023,0.0108496888020949,0.0015193589522074,0.37542200732433045,5.440778131205153e-10
40062,0.9360814132194216,True,0.4767113155433012,0.4678472320028562,0.00886408354044499,0.37542200732433045,5.440778131205153e-10
40063,0.927254078476787,True,0.2077874575914105,0.2239735655076935,-0.016186107916283,0.37542200732433045,5.440778131205153e-10
40064,0.9378929788137922,True,0.655239609682242,0.3402812116855543,0.31495839799668773,0.37542200732433045,5.440778131205153e-10
40065,0.9801372736651244,True,0.0363915143214577,0.0269370322786527,0.009454482042805,0.37542200732433045,5.440778131205153e-10
40066,0.5720756881405114,True,0.035435721167292,0.0322415522878617,0.0031941688794303036,0.37542200732433045,5.440778131205153e-10
40067,0.7167291417887519,True,0.1317752255654396,0.1206665370969013,0.01110868846853831,0.37542200732433045,5.440778131205153e-10
40068,0.0955210095595597,False,0.9269635698668036,0.9269639346439188,-3.647771151804591e-07,0.37542200732433045,5.440778131205153e-10
40069,0.9565095433719806,True,0.1399382103296226,0.1463573177095655,-0.006419107379942918,0.37542200732433045,5.440778131205153e-10
40070,0.2727300296249887,False,0.4444544201182658,0.4444543675306127,5.258765312099456e-08,0.37542200732433045,5.440778131205153e-10
40071,0.937590502186504,True,0.1582440298469623,0.1856279268423266,-0.02738389699536431,0.37542200732433045,5.440778131205153e-10
40072,0.9933877099248964,True,0.735139037326495,0.2004061070346163,0.5347329302918786,0.37542200732433045,5.440778131205153e-10
40073,0.7367401324030598,True,0.1563936862806616,0.1273090088659419,0.029084677414719706,0.37542200732433045,5.440778131205153e-10
40074,0.1367719054890494,False,0.1139016123559185,0.1139016934647066,-8.110878810252409e-08,0.37542200732433045,5.440778131205153e-10
40075,0.511744655716974,True,0.4793617068803067,0.4691187823303392,0.010242924549967503,0.37542200732433045,5.440778131205153e-10
40076,0.9469933592628164,True,0.0278845813260843,0.0283933022698278,-0.0005087209437435007,0.37542200732433045,5.440778131205153e-10
40077,0.5768930635689404,True,0.3660135701453461,0.3246066214988243,0.04140694864652178,0.37542200732433045,5.440778131205153e-10
40078,0.9926546712806116,True,0.1127977407287156,0.0756296426548309,0.0371680980738847,0.37542200732433045,5.440778131205153e-10
40079,0.9211150779525276,True,0.0349833021286574,0.0941003334813808,-0.059117031352723406,0.37542200732433045,5.440778131205153e-10
40080,0.6744604626096432,True,0.3818188384298344,0.2741262941120106,0.10769254431782377,0.37542200732433045,5.440778131205153e-10
40081,0.6056915171321161,True,0.4228906499596777,0.4074050111979514,0.015485638761726261,0.37542200732433045,5.440778131205153e-10
40082,0.7651372213707809,True,0.3228161564168058,0.301926935561861,0.020889220854944768,0.37542200732433045,5.440778131205153e-10
40083,0.9911691499476782,True,0.0611760361809366,0.0539116885032063,0.0072643476777303,0.37542200732433045,5.440778131205153e-10
40084,0.7117452213975326,True,0.1158070189085476,0.0936898638349827,0.02211715507356489,0.37542200732433045,5.440778131205153e-10
40085,0.9171233948743908,True,0.2886599171782915,0.2885911667892692,6.875038902226516e-05,0.37542200732433045,5.440778131205153e-10
40086,0.5014700082657262,True,0.8714933810449518,0.5033580172537699,0.36813536379118184,0.37542200732433045,5.440778131205153e-10
40087,0.8589432410521107,True,0.5144175587508295,0.333657270256415,0.1807602884944145,0.37542200732433045,5.440778131205153e-10
