method,seed,formula,num_atoms,energy_ev_atom,energy_total_ev,mean_force_ev_a,maxF_ev_a,evaluator,surrogate_property_eval,dft_verified
F0,740158,Fe8,8,-8.356579780578613,-66.8526382446289,0.0029318988624243572,0.004765092378348275,CHGNet_0.3.0,True,False
F0,740159,Eu2F2Fe2O4,10,-8.731463432312012,-87.31463432312012,0.1384973928774285,0.29927750905075,CHGNet_0.3.0,True,False
F0,740160,CoFe3,4,-7.960452556610107,-31.84181022644043,0.00534562892069997,0.007438678021219557,CHGNet_0.3.0,True,False
F0,740161,CoFe10,11,-8.235785484313965,-90.59364032745361,0.05046084403688936,0.09283423163096363,CHGNet_0.3.0,True,False
F0,740162,Co4Fe8,12,-7.930237770080566,-95.1628532409668,0.030077590073923785,0.0514815401918613,CHGNet_0.3.0,True,False
F0,740163,Co2Fe2,4,-7.6997528076171875,-30.79901123046875,0.040861196933259146,0.04986827984305763,CHGNet_0.3.0,True,False
F0,740164,Co2Fe2,4,-7.685346603393555,-30.74138641357422,0.06996444525339718,0.0801785984929895,CHGNet_0.3.0,True,False
F0,740165,Co4Fe3,7,-7.589410781860352,-53.12587547302246,0.033659909577391005,0.06397425563630713,CHGNet_0.3.0,True,False
F0,740166,Co3Fe7,10,-7.956460952758789,-79.56460952758789,0.06386052856914778,0.12162952190617914,CHGNet_0.3.0,True,False
F0,740167,Co3Fe9,12,-8.026816368103027,-96.32179641723633,0.028710022283867754,0.056896423861895425,CHGNet_0.3.0,True,False
F0,740168,CoFe18Gd,20,-8.598273277282715,-171.9654655456543,0.10964702425489699,0.22979994380174368,CHGNet_0.3.0,True,False
F0,740169,CoFe14,15,-8.268596649169922,-124.02894973754883,0.03537881898533581,0.06095724194935084,CHGNet_0.3.0,True,False
F0,740170,Co4Fe4,8,-7.684505462646484,-61.476043701171875,0.05402624177896109,0.0669137243964924,CHGNet_0.3.0,True,False
F0,740171,Co3Fe7,10,-7.962059497833252,-79.62059497833252,0.04497053447029734,0.08319226460944909,CHGNet_0.3.0,True,False
F0,740172,HGd4,5,-12.045886993408203,-60.229434967041016,0.017277389252984506,0.024140588751675907,CHGNet_0.3.0,True,False
F0,740173,Co4Fe4,8,-7.679479122161865,-61.43583297729492,0.03693528923682181,0.06097566454162623,CHGNet_0.3.0,True,False
F0,740174,Fe10Gd2,12,-9.386069297790527,-112.63283157348633,0.007546145530735407,0.01466102419407172,CHGNet_0.3.0,True,False
F0,740175,Co4Fe4,8,-7.6730241775512695,-61.384193420410156,0.033304221696515396,0.05663602052340551,CHGNet_0.3.0,True,False
F0,740176,Co2Fe4,6,-7.919498920440674,-47.51699352264404,0.02580661350737631,0.04055054303873332,CHGNet_0.3.0,True,False
F0,740177,H2Co3Fe5,10,-6.980618953704834,-69.80618953704834,0.2786990357086415,0.5354356624328329,CHGNet_0.3.0,True,False
F0,740178,CoFe17N2,20,-8.342076301574707,-166.84152603149414,0.3088218779094842,0.7370413866541425,CHGNet_0.3.0,True,False
F0,740179,CoFe5,6,-8.129426956176758,-48.77656173706055,0.02640746346702306,0.06222682086435427,CHGNet_0.3.0,True,False
F0,740180,Co5Fe7,12,-7.806800365447998,-93.68160438537598,0.045795963389109844,0.09077363751850102,CHGNet_0.3.0,True,False
F0,740181,Gd4,4,-14.046714782714844,-56.186859130859375,0.00793548492669183,0.008478256532130699,CHGNet_0.3.0,True,False
F0,740182,Co4Fe8,12,-7.9179792404174805,-95.01575088500977,0.04916547664955998,0.094721247707967,CHGNet_0.3.0,True,False
F0,740183,HCo2Fe7,10,-7.605891704559326,-76.05891704559326,0.17878927112779194,0.4056706508837251,CHGNet_0.3.0,True,False
F0,740184,Co2Fe6,8,-8.02510929107666,-64.20087432861328,0.03632962028878947,0.08729473388091595,CHGNet_0.3.0,True,False
F0,740185,CoGd2Zn,4,-9.314008712768555,-37.25603485107422,0.0016089127243795148,0.0020225860888062317,CHGNet_0.3.0,True,False
F0,740186,Gd6Li,7,-12.241822242736816,-85.69275569915771,0.12557573234520109,0.23284884631959515,CHGNet_0.3.0,True,False
F0,740187,Co3Fe7,10,-7.9610137939453125,-79.61013793945312,0.04803111558385738,0.08109826982326915,CHGNet_0.3.0,True,False
F0,740188,CoFe3,4,-7.808818340301514,-31.235273361206055,0.2266148489897905,0.4315356874067396,CHGNet_0.3.0,True,False
F0,740189,Gd6NOSn2,10,-12.040092468261719,-120.40092468261719,0.0436390841595056,0.07706122531798162,CHGNet_0.3.0,True,False
F0,740190,Co4Fe8,12,-7.914013862609863,-94.96816635131836,0.036060495437927255,0.055755138798354933,CHGNet_0.3.0,True,False
F0,740191,Co4Fe8,12,-7.908268928527832,-94.89922714233398,0.051969481299707916,0.09400368529715213,CHGNet_0.3.0,True,False
F0,740192,Co4Fe8,12,-7.915524959564209,-94.98629951477051,0.04693539345150219,0.09246356054189261,CHGNet_0.3.0,True,False
F0,740193,Co6Fe10,16,-7.863588809967041,-125.81742095947266,0.056630197476958896,0.11751099822611284,CHGNet_0.3.0,True,False
F0,740194,Gd2NSn,4,-11.326007843017578,-45.30403137207031,0.015059847883914516,0.02423875028642526,CHGNet_0.3.0,True,False
F0,740195,Gd4,4,-14.046135902404785,-56.18454360961914,0.011453825095595295,0.01749460097653966,CHGNet_0.3.0,True,False
F0,740196,Co2Fe10O2,14,-7.669055938720703,-107.36678314208984,0.8369934773685836,1.8144349401054207,CHGNet_0.3.0,True,False
F0,740197,Gd3N,4,-13.589831352233887,-54.35932540893555,0.020858158614244487,0.040598156057859096,CHGNet_0.3.0,True,False
F0,740198,AgGd10,11,-13.047282218933105,-143.52010440826416,0.0931443258024876,0.13794240076021974,CHGNet_0.3.0,True,False
F0,740199,Co11Eu3Fe4,18,-7.765950679779053,-139.78711223602295,0.1324057301714438,0.3102060831113068,CHGNet_0.3.0,True,False
F0,740200,CoFe5,6,-8.132160186767578,-48.79296112060547,0.05555027397475731,0.08257918074312481,CHGNet_0.3.0,True,False
F0,740201,Co3Fe9,12,-8.026483535766602,-96.31780242919922,0.03321015479412399,0.06887500973304513,CHGNet_0.3.0,True,False
F0,740202,Co5Fe15,20,-8.025376319885254,-160.50752639770508,0.059230361655482566,0.11027498346621677,CHGNet_0.3.0,True,False
F0,740203,CFe3Gd,5,-9.763285636901855,-48.81642818450928,0.003691160687891931,0.008808095566063774,CHGNet_0.3.0,True,False
F0,740204,ClFe4Gd4Tl,10,-9.865450859069824,-98.65450859069824,0.08492877678089626,0.24254567492472728,CHGNet_0.3.0,True,False
F0,740205,Co2Fe6,8,-8.016828536987305,-64.13462829589844,0.03738222182983126,0.07492708905424211,CHGNet_0.3.0,True,False
F0,740206,Gd4O,5,-13.569060325622559,-67.8453016281128,0.016551356380914532,0.0284958829150631,CHGNet_0.3.0,True,False
F0,740207,Co3Fe16,19,-8.149888038635254,-154.84787273406982,0.05129175833149697,0.12113702544436988,CHGNet_0.3.0,True,False
F0,740208,Fe4,4,-8.355453491210938,-33.42181396484375,0.0013102573996971647,0.002142728335472899,CHGNet_0.3.0,True,False
F0,740209,Eu6Gd2N2,10,-11.057694435119629,-110.57694435119629,0.1505658230754828,0.488791473656079,CHGNet_0.3.0,True,False
F0,740210,Co2Fe8,10,-8.076069831848145,-80.76069831848145,0.051098971565376496,0.10430812780740474,CHGNet_0.3.0,True,False
F0,740211,CoFe5,6,-8.137139320373535,-48.82283592224121,0.05472226490780393,0.08753433509006185,CHGNet_0.3.0,True,False
F0,740212,Co2Fe6,8,-8.026355743408203,-64.21084594726562,0.0459202235529818,0.06761653315257708,CHGNet_0.3.0,True,False
F0,740213,Co2Fe8,10,-8.096060752868652,-80.96060752868652,0.04651405269469604,0.09517797980323588,CHGNet_0.3.0,True,False
F0,740214,Co2Gd2,4,-10.719677925109863,-42.87871170043945,0.0016801643218184918,0.0020725579524491253,CHGNet_0.3.0,True,False
F0,740215,HFeNi,3,-5.865109443664551,-17.595328330993652,0.012628151358594705,0.01845496776253651,CHGNet_0.3.0,True,False
F0,740216,Co13Gd5,18,-9.072012901306152,-163.29623222351074,0.11241664478465539,0.3250591535995484,CHGNet_0.3.0,True,False
F0,740217,Co5Fe3,8,-7.517961025238037,-60.1436882019043,0.03921900925275549,0.09375620482956608,CHGNet_0.3.0,True,False
F0,740218,HGd3,4,-11.519418716430664,-46.077674865722656,0.06732232143782685,0.08989114011506767,CHGNet_0.3.0,True,False
F0,740219,Co4Fe11,15,-7.955344200134277,-119.33016300201416,0.07264986420610452,0.14333119067612918,CHGNet_0.3.0,True,False
F0,740220,Co2Fe10,12,-8.133182525634766,-97.59819030761719,0.048517184616255614,0.07975111802674417,CHGNet_0.3.0,True,False
F0,740221,Co4Fe5,9,-7.7693190574646,-69.9238715171814,0.05148079756812012,0.08532236715704225,CHGNet_0.3.0,True,False
F0,740222,Fe10,10,-8.356303215026855,-83.56303215026855,0.03167971315929481,0.04558698598824102,CHGNet_0.3.0,True,False
F0,740223,Co4Fe8,12,-7.9152445793151855,-94.98293495178223,0.04820781963152478,0.06545739845731655,CHGNet_0.3.0,True,False
F0,740224,Co3Fe9,12,-8.03345012664795,-96.40140151977539,0.028117525447071638,0.04103652257579184,CHGNet_0.3.0,True,False
F0,740225,HCo5Fe14,20,-7.784676551818848,-155.69353103637695,0.12533368207029988,0.4326484233034175,CHGNet_0.3.0,True,False
F0,740226,Co3Fe8,11,-7.895668983459473,-86.8523588180542,0.15195712519531576,0.25647736778602787,CHGNet_0.3.0,True,False
F0,740227,Co2Fe8,10,-8.096077919006348,-80.96077919006348,0.02011202257089014,0.035814102671086624,CHGNet_0.3.0,True,False
F0,740228,CoGd3,4,-12.333075523376465,-49.33230209350586,0.305179582459521,0.6049627091715966,CHGNet_0.3.0,True,False
F0,740229,Co5Fe5,10,-7.701125144958496,-77.01125144958496,0.02768232175897309,0.05493090148113077,CHGNet_0.3.0,True,False
F0,740230,Co3Fe9,12,-8.021079063415527,-96.25294876098633,0.04368054065568631,0.07867406856784473,CHGNet_0.3.0,True,False
F0,740231,H2CoFe9,12,-7.431837558746338,-89.18205070495605,0.1432959630044232,0.2654085908335308,CHGNet_0.3.0,True,False
F0,740232,CoFe7,8,-8.194162368774414,-65.55329895019531,0.018706575597262142,0.06622908131507269,CHGNet_0.3.0,True,False
F0,740233,Gd4N,5,-13.754971504211426,-68.77485752105713,0.12271651445438754,0.27967262819767674,CHGNet_0.3.0,True,False
F0,740234,Fe19Gd,20,-8.661657333374023,-173.23314666748047,0.08200913602037445,0.28697264973065506,CHGNet_0.3.0,True,False
F0,740235,Co2Fe4,6,-7.910414218902588,-47.46248531341553,0.048169719970578784,0.08723448481564562,CHGNet_0.3.0,True,False
F0,740236,FFe10O7,18,-7.723982334136963,-139.03168201446533,0.4286059711820763,0.7628164602013855,CHGNet_0.3.0,True,False
F0,740237,EuGd3,4,-13.029520988464355,-52.11808395385742,0.0036818237365069404,0.005956564408099472,CHGNet_0.3.0,True,False
F0,740238,Gd4N,5,-13.440328598022461,-67.2016429901123,0.23758731579458864,0.3209565053410846,CHGNet_0.3.0,True,False
F0,740239,Co2Fe9,11,-8.119049072265625,-89.30953979492188,0.039187347950712936,0.07789556856534781,CHGNet_0.3.0,True,False
F0,740240,Co2Fe4,6,-7.9084577560424805,-47.45074653625488,0.028932106945124523,0.06651200715517218,CHGNet_0.3.0,True,False
F0,740241,Co3Fe13,16,-8.107224464416504,-129.71559143066406,0.03804544639127033,0.08173728671387806,CHGNet_0.3.0,True,False
F0,740242,Co3Fe3,6,-7.692404270172119,-46.154425621032715,0.03544308269383085,0.06298444276684544,CHGNet_0.3.0,True,False
F0,740243,Co2Fe10,12,-8.134416580200195,-97.61299896240234,0.06002414393616972,0.10087451157562141,CHGNet_0.3.0,True,False
F0,740244,Co5Fe7,12,-7.8005051612854,-93.6060619354248,0.04008412808311691,0.07876920072080675,CHGNet_0.3.0,True,False
F0,740245,Co3Fe5,8,-7.853085517883301,-62.824684143066406,0.057594716123245925,0.10630766728338284,CHGNet_0.3.0,True,False
F0,740246,CoFe8,9,-8.210090637207031,-73.89081573486328,0.029164271672583817,0.05460779040020334,CHGNet_0.3.0,True,False
F0,740247,Co5Fe7,12,-7.810329914093018,-93.72395896911621,0.048162100094547945,0.08461652795818693,CHGNet_0.3.0,True,False
F0,740248,Fe15,15,-8.356183052062988,-125.34274578094482,0.0013746747532688208,0.002409234449818336,CHGNet_0.3.0,True,False
F0,740249,CoFe5,6,-8.13908576965332,-48.83451461791992,0.023334912571072754,0.042964497145650725,CHGNet_0.3.0,True,False
F0,740250,Co3Fe9,12,-8.028396606445312,-96.34075927734375,0.03692842362867232,0.07092867289949616,CHGNet_0.3.0,True,False
F0,740251,Fe8Ir2,10,-8.458784103393555,-84.58784103393555,0.029889066840675667,0.06361577991024066,CHGNet_0.3.0,True,False
F0,740252,Co2Fe11,13,-8.151777267456055,-105.97310447692871,0.06574215659119054,0.1025890314822255,CHGNet_0.3.0,True,False
F0,740253,H2Fe16,18,-7.8079328536987305,-140.54279136657715,0.1837131790659331,0.42775663176120815,CHGNet_0.3.0,True,False
F0,740254,Co2Fe8,10,-8.097135543823242,-80.97135543823242,0.03187213423512117,0.04882833507935358,CHGNet_0.3.0,True,False
F0,740255,Gd9,9,-14.045339584350586,-126.40805625915527,0.01243015328773552,0.021967520705057288,CHGNet_0.3.0,True,False
