seed,c0_max_force,a0_max_force,c0_rmsd,a0_rmsd,c0_ehull,a0_ehull,c0_stable,a0_stable,c0_nus,a0_nus,c0_composition_valid,a0_composition_valid,c0_structure_valid,a0_structure_valid,c0_novel,a0_novel,c0_unique,a0_unique,c0_relaxation_converged,a0_relaxation_converged,c0_generation_elapsed_seconds,a0_generation_elapsed_seconds,c0_physical_forwards,a0_physical_forwards
20043,0.0380256175994873,0.0284280069172382,0.0024522221733589,0.0242760954380287,0.2789237232923724,0.1211742408215226,False,False,False,False,True,True,True,True,True,True,True,True,True,True,197.62651195999933,200.7627445529797,2000,2000
20044,0.0222468543797731,0.0384855680167675,0.0033290320385202,0.0018679974721784,0.0267232423862981,0.047495387598329,True,True,True,False,True,True,True,True,True,False,True,True,True,True,191.39749355198,196.65694344599612,2000,2000
20045,0.036198154091835,0.0488338842988014,0.0121326198862324,0.0290668429768179,0.0744431265480205,0.1556974600906073,True,False,True,False,True,True,True,True,True,True,True,True,True,True,200.8368735559925,208.09096882300216,2000,2000
20046,0.0394380912184715,0.0381532423198223,0.0115888817849087,0.0100418209853339,0.0486813616364898,0.2125601811014839,True,False,True,False,True,True,True,True,True,True,True,True,True,True,211.5351026279968,223.03657089700573,2000,2000
20047,0.009545954875648,0.0228119287639856,0.0060787693021315,0.000757569975618,0.0517357776098599,0.1046360129906442,True,False,False,False,True,True,True,True,False,True,True,True,True,True,198.12638424601755,204.2501114860061,2000,2000
20048,0.0426180437207222,0.0500163771212101,0.0163873836060888,0.018451994389549,0.0771980840407629,0.1006830725813596,True,False,True,False,True,True,True,True,True,False,True,True,True,True,224.0342697569868,282.863191173994,2000,2000
20049,0.0469252690672874,0.0442510209977626,0.0653984404811154,0.0077633426503719,0.0685864423540163,0.0903542305357021,True,True,True,True,True,False,True,True,True,True,True,True,True,True,195.2181205159868,193.35594525001943,2000,2000
20050,0.0321785174310207,0.0441320315003395,0.0318439105271614,0.019323271733085,0.2344146517429362,0.187848395960799,False,False,False,False,True,True,True,True,True,True,True,True,True,True,197.04005619700183,203.27955014200413,2000,2000
20051,0.0137703586369752,0.0366567447781562,0.0201095549116396,0.023978569528813,0.1414479856019763,0.0996569762814125,False,True,False,True,True,False,True,True,True,True,True,True,True,True,197.5544794940215,199.55761423398508,2000,2000
20052,0.037691343575716,0.0356547273695468,0.0380937046587171,0.02835571576589,0.1138258993472378,0.3167685357757994,False,False,False,False,False,True,True,True,True,True,True,True,True,True,191.39538811298556,192.4412738039973,2000,2000
20053,0.0271919853985309,0.0035283253528177,0.003250908938344,0.0015830936100965,0.1288584642515058,0.0454866456203619,False,True,False,False,True,True,True,True,False,False,True,True,True,True,200.68700161000012,207.46077410300492,2000,2000
20054,0.0516954436898231,0.0467854365706443,0.0038227438612456,0.0032502720452658,0.02120356159595,0.0211922904370958,True,True,False,False,True,True,True,True,False,False,True,True,True,True,215.03022891300495,223.1651612019923,2000,2000
20055,0.0499502904713153,0.0478014647960662,0.2851974614376816,0.0160566193792319,0.1931972005406752,0.0384950061749425,False,True,False,False,True,True,True,True,True,False,True,True,True,True,196.8251675190113,203.69638056200347,2000,2000
20056,0.0467383563518524,0.0272007416933774,0.0533589002216798,0.0060586113979404,0.07324393976746,0.228655367519476,True,False,False,False,True,True,True,True,False,False,True,True,True,True,224.81677727602076,285.9231640979997,2000,2000
20057,0.0202456079423427,0.0427693054080009,0.0002028005798471,0.0055755820970885,0.0760409548619698,0.0327813666203908,True,True,False,False,True,True,True,True,False,False,False,True,True,True,193.8749801569793,193.89879128299071,2000,2000
20058,0.003890712512657,0.0087206671014428,0.001340269314117,0.0009756528355429,0.3334686232246504,0.0412095380938861,False,True,False,False,True,True,True,True,True,False,True,True,True,True,179.69712427500053,204.35245240700897,2000,2000
20059,0.0432851873338222,0.0485873036086559,0.0202792926459471,0.0238374923167558,0.0646492996283516,-0.0070623790250916,True,True,True,True,True,True,True,True,True,True,True,True,True,True,194.71490335199636,202.50158217397984,2000,2000
20060,0.0138492044061422,0.0370416007936,0.0015553894797665,0.7090967291310192,0.129981261413496,0.2850344195090191,False,False,False,False,True,False,True,True,True,True,True,True,True,True,192.25842139299493,196.20163743800367,2000,2000
20061,0.0491868779063224,0.047420959919691,0.34818056890632,0.0580925039343259,0.1217971707335099,0.4369683120550149,False,False,False,False,True,True,True,True,True,True,True,True,True,True,201.66229951000423,206.8932628929906,2000,2000
20062,0.0467407964169979,0.0490651354193687,0.0203979947600224,0.0011348345000619,0.1629384026470841,0.0911343098029711,False,True,False,False,True,True,True,True,True,False,True,True,True,True,213.3362357869919,223.0775965299981,2000,2000
20063,0.0056140427477657,0.0422519408166408,0.0018475554800925,0.006111497770312,0.0845616657174019,-0.013632877902471,True,True,True,False,True,True,True,True,True,False,True,True,True,True,200.5302208659996,205.2567084679904,2000,2000
20064,0.0441451519727706,0.0474980324506759,0.0334866660490832,0.0066334731630748,0.0896276192800833,0.0830213929562306,True,True,True,True,True,True,True,True,True,True,True,True,True,True,194.561156131007,208.3926961130055,2000,2000
20065,0.0063560525886714,0.0089150546118617,0.0019386034471356,0.0002349994738272,0.1625249141895439,0.0588239057045143,False,True,False,False,True,True,True,True,True,False,True,True,True,True,188.71321294500376,209.1041735690087,2000,2000
20066,0.0476146563887596,0.0928924083709716,0.368159780966495,0.3152225763728451,0.2263318702347092,0.316072137656036,False,False,False,False,True,True,True,True,True,True,True,True,True,False,235.61194772899037,238.0721454639861,2000,2000
20067,0.048358466476202,0.0453530065715312,0.0479793570795996,0.1638490867144658,0.21121264399377,0.1747326884539459,False,False,False,False,True,True,True,True,True,True,True,True,True,True,193.5844180999848,205.25184095400616,2000,2000
20068,0.0407639406621456,0.0496631264686584,0.1714395530623365,0.0400324234662244,0.4833256469264171,0.2523989094623768,False,False,False,False,False,True,True,True,True,True,True,True,True,True,201.75783484001292,208.6262233350135,2000,2000
20069,0.0039685387164354,0.0444827191531658,0.0014918815245433,0.0163464936124698,0.079721217457525,0.0475912274898728,True,True,True,False,True,False,True,True,True,False,True,True,True,True,190.36208967902348,192.62182875699364,2000,2000
20070,0.0328363142907619,0.0376642234623432,0.024827992355182,0.0026043383819205,0.1099724679042957,0.3057127663662093,False,False,False,False,True,True,True,True,True,True,True,True,True,True,190.7735723449732,195.20423011499224,2000,2000
20071,0.0063036638312041,0.0445934571325778,0.0008433998122914,0.0101152147482341,0.0616385016341931,0.115828798947386,True,False,False,False,False,False,True,True,False,True,True,True,True,True,210.36972325199167,213.46952843898907,2000,2000
20072,0.047657560557127,0.0494909398257732,0.2415485526075082,0.0369082063167916,0.298077187832833,0.1987088624016948,False,False,False,False,False,True,True,True,True,True,True,True,True,True,193.85611943801632,204.2629303589929,2000,2000
20073,0.0499169155955314,0.0505346804857254,0.1388062361888064,0.0508191511734983,0.2938394036374241,0.066465672379353,False,True,False,True,True,True,True,True,True,True,True,True,True,True,196.9258575729909,205.9724921250017,2000,2000
20074,0.0441431440412998,0.0411452911794185,0.0059616081658111,0.0020783234367658,0.0391891184898689,0.1277213746618919,True,False,True,False,True,False,True,True,True,True,True,True,True,True,232.8997619629954,244.52156683299108,2000,2000
20075,0.037321887910366,0.014510927721858,0.0192526132958429,0.0331843257712568,0.2749922406880962,0.0399918686617848,False,True,False,True,False,True,True,True,True,True,True,True,True,True,192.48211025400087,206.36966527998447,2000,2000
20076,0.0482169203460216,0.0503844581544399,0.0030150763448041,0.0177246157524195,0.0609501292542411,0.2337723427631282,True,False,True,False,True,True,True,True,True,True,True,True,True,True,197.49340620997828,209.96110640498227,2000,2000
20077,0.0059408247470855,0.0086311632767319,0.001044618553446,0.0024937451750724,0.0627991976593023,0.0519725520547407,True,True,False,False,True,True,True,True,False,False,True,False,True,True,189.1993608889752,191.79367342797923,2000,2000
20078,0.0430823192000389,0.0382166877388954,0.0019883406269812,0.0314963091417176,0.0961424950886034,0.2874759574009946,True,False,False,False,True,True,True,True,False,True,True,True,True,True,192.9745395820064,198.2503139390028,2000,2000
20079,0.0252939965575933,0.0267977770417928,0.0071146229958577,0.0241205570269909,0.0857678579722343,0.0964629635507527,True,True,False,True,True,True,True,True,False,True,False,True,True,True,210.76069238898344,212.7940071409976,2000,2000
20080,0.0034949339460581,0.032232329249382,0.0009747055978539,0.0304090596104226,0.0120646341330452,0.0301917632220511,True,True,False,False,True,True,True,True,False,False,True,True,True,True,196.2492069709988,207.6603634849889,2000,2000
20081,0.0470392145216465,0.0070740221999585,0.0032783672435088,0.0005558301735497,0.1212312076929436,0.0722690163743617,False,True,False,False,True,True,True,True,True,False,True,True,True,True,198.34156600301503,207.45338838198225,2000,2000
20082,0.035781655460596,0.0494650974869728,0.0521874057279487,0.010270689074853,-0.0675274986943268,-0.0818401980444001,True,True,True,True,False,True,True,True,True,True,True,True,True,True,237.1510759269877,244.1817313260108,2000,2000
20083,0.0490084029734134,0.0409089364111423,0.0377357112461381,0.0272668608746734,0.2296582934260804,0.1607970934709897,False,False,False,False,True,True,True,True,True,True,True,True,True,True,184.9126469710027,205.2040203840006,2000,2000
20084,0.0393999330699443,0.0439021438360214,0.022831182627736,0.0214424970913208,0.1276683144897923,0.0401716144671482,False,True,False,False,True,True,True,True,True,False,True,True,True,True,200.05622451601084,210.1338096880063,2000,2000
20085,0.0397919006645679,0.0491019822657108,0.0403531216803487,0.012834707060812,0.1527962502453128,0.069992325212274,False,True,False,False,False,True,True,True,True,False,True,True,True,True,188.45511085999897,187.64301561799948,2000,2000
20086,0.0197692699730396,0.0448577776551246,0.000972715354194,0.0131265504604793,0.0197186960988275,0.0824733810736111,True,True,True,True,True,True,True,True,True,True,True,True,True,True,193.9027297119901,197.29402783399564,2000,2000
20087,0.0488640032708644,0.0486884005367755,0.0293570856750759,0.0627531695818351,0.2618500454545529,0.3326122020672351,False,False,False,False,False,False,True,True,True,True,True,True,True,True,201.3394509599893,208.46659855599864,2000,2000
20088,0.0468901507556438,0.0057124025188386,0.0017983660000525,0.0053129545287834,0.0444843187574726,0.1020324788376072,True,False,False,False,True,False,True,True,False,True,True,True,True,True,181.39529759300055,207.3422015270044,2000,2000
20089,0.0438553392887115,0.0293794330209493,0.0013189202042117,0.0351868062830941,0.1242062619419286,0.0520911367782144,False,True,False,True,True,True,True,True,True,True,True,True,True,True,194.8137638519984,208.83192862401484,2000,2000
20090,0.0490953959524631,0.0453632734715938,0.0753438278175665,0.0231180272063482,0.2758250468840622,0.1523978818209297,False,False,False,False,True,True,True,True,True,True,True,True,True,True,235.4824010479788,244.6359834519972,2000,2000
20091,0.0495368316769599,0.0487235262989997,0.0088954491654112,0.4255144818645307,0.0670103974238411,0.1640262929318066,True,False,True,False,True,True,True,True,True,True,True,True,True,True,189.38650028200937,206.4990199530148,2000,2000
20092,0.0455367863178253,0.0403458401560783,0.1150802497248707,0.1674666528369938,0.4033308674960718,0.0848737059960651,False,True,False,True,False,True,True,True,True,True,True,True,True,True,201.4800890319748,208.5203295329993,2000,2000
20093,0.0116284834221005,0.0247466675937175,0.0011587430247691,0.0154513070384473,0.0903169115646296,0.0445489582603926,True,True,False,False,True,True,True,True,False,False,True,True,True,True,189.6300921240181,196.06897616398052,2000,2000
20094,0.0021628327667713,0.0455206744372844,0.0006367994841019,0.0037827725970406,0.0451219962094224,0.0975496184726649,True,True,False,False,True,True,True,True,False,False,True,True,True,True,192.37818976302515,199.58764972901557,2000,2000
20095,0.0445539653301239,0.049682006239891,0.0457812948847998,0.049820579436944,0.0671046511157715,0.200905938465338,True,False,True,False,True,False,True,True,True,True,True,True,True,True,210.12238627800247,212.51926914599608,2000,2000
20096,0.0295521933585405,0.0498091280460357,1.0950956375803624,0.0023655477417529,0.1045702867346953,0.006199896134829,False,True,False,False,False,True,True,True,True,False,True,True,True,True,234.73953350400552,237.9276910260087,2000,2000
20097,0.0216486528515815,0.0450519248843193,0.0197327110775351,0.0118706684400448,0.0741621050171765,0.1339445013173179,True,False,True,False,True,True,True,True,True,True,True,True,True,True,195.4913850200246,198.6239999149693,2000,2000
20098,0.0398229882121086,0.0298396851867437,0.0589242210848019,0.1019046005792032,0.053602419175009,0.2595761312542688,True,False,True,False,True,False,True,True,True,True,True,True,True,True,190.02161027598777,196.7213474670425,2000,2000
20099,0.0411365590989589,0.0484857410192489,0.0015896150259772,0.0030907915712745,0.1006852783991725,0.0296764889834317,False,True,False,True,True,True,True,True,True,True,True,True,True,True,162.79582857197963,200.97341232805047,2000,2000
20100,0.025811655446887,0.0328511670231819,0.0180090834660044,0.0311364786899285,0.1409324451936573,0.3229465487935581,False,False,False,False,True,True,True,True,True,True,True,True,True,True,220.25302383999224,228.23128263803665,2000,2000
20101,0.0456166826188564,0.0275398846715688,0.0073729820588747,0.1234522483713265,0.1519373677588174,0.0318361256933883,False,True,False,True,True,True,True,True,True,True,True,True,True,True,191.28751516199557,195.04322581499585,2000,2000
20102,0.0103330556303262,0.0485744215548038,0.0021966326655761,0.0345041187870558,0.20254233364804,0.0825188593925538,False,True,False,True,True,True,True,True,True,True,True,True,True,True,204.1430634119897,205.3694192779949,2000,2000
20103,0.0326539427042007,0.0091302981600165,0.0079846560943734,0.0013198054201736,0.1281263628098976,0.1064685365287356,False,False,False,False,True,True,True,True,False,False,True,True,True,True,171.16448333699373,192.61922141496325,2000,2000
20104,0.0398441366851329,0.029021056368947,0.0291986568208068,0.0679490383887645,0.1679495293950843,0.2494014741826546,False,False,False,False,True,False,True,True,True,True,True,True,True,True,232.598056206014,238.4585513040074,2000,2000
20105,0.0493346750736236,0.0360161922872066,0.0022749022241284,0.0093699348161406,0.00288667986361,0.0371485022427258,True,True,True,True,True,True,True,True,True,True,True,True,True,True,193.4941272890137,201.45124871999724,2000,2000
20106,0.0358383506536483,0.0402954593300819,0.0275274290288782,0.0068593415338164,0.1089691753226276,0.0345626786875605,False,True,False,True,True,True,True,True,True,True,True,True,True,True,193.70727262002765,197.826467552979,2000,2000
20107,0.0274763833731412,0.0059296614490449,0.5494549543596644,0.0007969706721282,0.0415671342303927,0.1392497882392085,True,False,False,False,True,True,True,True,False,True,True,True,True,True,185.76596947098733,201.9800256039598,2000,2000
20108,0.0460722483694553,0.0507421605288982,0.0139844822195514,0.0804525343935732,0.1914697614700458,0.2729827584691815,False,False,False,False,True,True,True,True,False,True,True,True,True,True,217.00522261101287,226.93563537701263,2000,2000
20109,0.0118680177256464,0.0503210313618183,0.0014691478928432,0.0484834212677603,0.1403792484886983,0.2241997081632458,False,False,False,False,True,True,True,True,True,True,True,True,True,True,191.70114996598568,194.32782927900556,2000,2000
20110,0.0489814579486846,0.034024316817522,0.0368415793430777,0.0256530264364047,0.1292714724868222,0.0603792450002593,False,True,False,True,True,False,True,True,True,True,True,True,True,True,204.18213486502648,212.31505894003203,2000,2000
20111,0.0466365404427051,0.0515194237232208,0.0986005566067187,0.364092377624815,0.3033149847529781,0.1935855569914757,False,False,False,False,True,True,True,True,True,True,True,True,True,True,187.42747306003,189.7945412340341,2000,2000
20112,0.0501563474535942,0.0489550121128559,0.0320665974083827,0.069192094272879,0.1952829694893552,0.2532656844460437,False,False,False,False,True,False,True,True,True,True,True,True,True,True,230.04499508999288,235.37903225398625,2000,2000
20113,0.0184504054486751,0.0407749116420745,0.0405303966004686,0.0170705392027058,0.0514497863921477,0.0762085480524934,True,True,True,False,True,True,True,True,True,False,True,True,True,True,196.83194462698884,200.3304160910193,2000,2000
20114,0.0470441319048404,0.047834426164627,0.0030673568825337,0.0247946419540812,0.0733610607325339,0.0112256508064447,True,True,False,False,True,False,True,True,False,False,False,True,True,True,194.83959997599595,196.9698279669974,2000,2000
20115,0.0499936752021312,0.0443772412836551,0.0231986925038622,0.0575015630445561,-0.0786532797055343,0.0681029001344217,True,True,True,True,True,True,True,True,True,True,True,True,True,True,184.16046290897063,201.8678386989632,2000,2000
20116,0.046358685940504,0.0304348189383745,0.058531667011951,0.015505204809028,0.1159336221023243,0.088240203788688,False,True,False,False,True,True,True,True,True,False,True,True,True,True,221.26019440297387,226.4907662590267,2000,2000
20117,0.0451661273837089,0.0135275600478053,0.0137770754782677,0.0066315964873831,0.2712018211443041,0.0960812895574338,False,True,False,True,True,False,True,True,True,True,True,True,True,True,191.5938772460213,195.7107541700243,2000,2000
20118,0.0419808216392993,0.0493613258004188,0.0539453301402633,0.062904716485015,0.2374549691521252,0.1513646986114629,False,False,False,False,False,True,True,True,True,True,True,True,True,True,203.891719968,210.2187725660042,2000,2000
20119,0.0418957099318504,0.0491327010095119,0.0016968931778357,0.0077747654042455,0.0541632024579925,0.1645542392661489,True,False,False,False,True,True,True,True,False,True,True,True,True,True,187.4244236049999,170.7146304710186,2000,2000
20120,0.0481698811054229,0.0494131930172443,0.1193765924481822,0.108304699964524,0.3307607145695481,0.3157283417767109,False,False,False,False,False,False,True,True,True,True,True,True,True,True,230.00111610395837,235.52645590802425,2000,2000
20121,0.03086519241333,0.0458700768649578,0.0167335709525214,0.0118643233195409,0.1276770351672906,0.069947240576857,False,True,False,False,True,True,True,True,True,False,True,False,True,True,194.95555006703944,200.7686127880006,2000,2000
20122,0.04093474522233,0.0141751840710639,0.0107860446271116,0.0118017406348368,0.0987340757867407,0.0135314276211904,True,True,True,True,True,True,True,True,True,True,True,True,True,True,195.51429190998897,199.25400579202687,2000,2000
20123,0.0303365066647529,0.0306916590780019,0.0417522062633657,0.0346239109990834,-0.028294421103272,0.3118584519068665,True,False,True,False,True,True,True,True,True,True,True,True,True,True,186.2079465900024,199.40324995602717,2000,2000
20124,0.0313112176954746,0.0409249849617481,0.0336053495600854,0.0161452233811499,0.076756916415869,0.0874737245211871,True,True,True,True,True,True,True,True,True,True,True,True,True,True,219.7537422509631,225.48637071001576,2000,2000
20125,0.0377508364617824,0.0493122860789299,0.0140413472410194,0.0649521023189335,0.1216787980581823,0.1206502980503909,False,False,False,False,True,False,True,True,True,True,True,True,True,True,187.0106196659908,192.39654910902027,2000,2000
20126,0.0472755208611488,0.0378561206161975,0.0059661143032399,0.0075601305781528,0.1017597017671985,0.2652992256363475,False,False,False,False,True,True,True,True,True,True,True,True,True,True,198.29458590503785,211.99866882996864,2000,2000
